time	V(6)
4.529429423651257e-004	3.318439e+000
4.627085673651257e-004	2.670131e+000
4.724741923651257e-004	2.011916e+000
4.822398173651257e-004	1.346581e+000
4.920054423651257e-004	6.787645e-001
5.004096892010328e-004	1.062549e-001
5.101753142010328e-004	-5.653722e-001
5.144342347638691e-004	-8.652217e-001
5.197452230814908e-004	-1.236769e+000
5.256385822663442e-004	-1.640600e+000
5.354042072663442e-004	-2.304009e+000
5.451698322663443e-004	-2.958951e+000
5.647010822663443e-004	-4.232690e+000
5.842323322663443e-004	-5.442625e+000
6.037635822663443e-004	-6.570684e+000
6.232948322663443e-004	-7.599933e+000
6.428260822663443e-004	-8.514905e+000
6.623573322663444e-004	-9.301846e+000
6.818885822663444e-004	-9.948926e+000
7.014198322663444e-004	-1.044642e+001
