time	V(3)	V(6)
3.065726702004990e-003	4.000723e-001	4.290304e+000
3.075492327004990e-003	4.554331e-001	4.902594e+000
3.085257952004989e-003	5.090767e-001	5.496388e+000
3.095023577004989e-003	5.608014e-001	6.069459e+000
3.104789202004989e-003	6.104123e-001	6.619655e+000
3.114554827004989e-003	6.577227e-001	7.144907e+000
3.124320452004988e-003	7.025547e-001	7.643241e+000
3.134086077004988e-003	7.447394e-001	8.112783e+000
3.143851702004988e-003	7.841181e-001	8.551765e+000
3.153617327004988e-003	8.205426e-001	8.958537e+000
3.163382952004988e-003	8.538757e-001	9.331569e+000
3.173148577004987e-003	8.839920e-001	9.669456e+000
3.182914202004987e-003	9.107783e-001	9.970928e+000
3.192679827004987e-003	9.341335e-001	1.023485e+001
3.202445452004987e-003	9.539700e-001	1.046023e+001
3.212211077004987e-003	9.702128e-001	1.064622e+001
3.221976702004986e-003	9.828011e-001	1.079212e+001
3.231742327004986e-003	9.916874e-001	1.089739e+001
3.241507952004986e-003	9.968381e-001	1.096162e+001
3.251273577004986e-003	9.982340e-001	1.098458e+001
3.261039202004986e-003	9.958698e-001	1.096618e+001
3.270804827004985e-003	9.897544e-001	1.090650e+001
3.280570452004985e-003	9.799108e-001	1.080575e+001
3.290336077004985e-003	9.663760e-001	1.066432e+001
3.300101702004985e-003	9.492010e-001	1.048273e+001
3.309867327004985e-003	9.284505e-001	1.026169e+001
3.319632952004984e-003	9.042025e-001	1.000201e+001
3.329398577004984e-003	8.765483e-001	9.704671e+000
3.339164202004984e-003	8.455920e-001	9.370800e+000
3.348929827004984e-003	8.114501e-001	9.001652e+000
3.358695452004983e-003	7.742511e-001	8.598615e+000
3.368461077004983e-003	7.341350e-001	8.163206e+000
3.378226702004983e-003	6.912528e-001	7.697067e+000
3.387992327004983e-003	6.457659e-001	7.201950e+000
3.397757952004983e-003	5.978455e-001	6.679721e+000
3.407523577004982e-003	5.476720e-001	6.132347e+000
3.417289202004982e-003	4.954342e-001	5.561889e+000
3.427054827004982e-003	4.413286e-001	4.970500e+000
3.436820452004982e-003	3.855591e-001	4.360410e+000
3.456351702004981e-003	2.698731e-001	3.093428e+000
3.466117327004981e-003	2.103921e-001	2.441370e+000
3.475882952004981e-003	1.501164e-001	1.780339e+000
3.485648577004981e-003	8.927316e-002	1.113325e+000
3.495414202004981e-003	2.809982e-002	4.478585e-001
3.501958763901017e-003	-1.298392e-002	4.286802e-003
3.508142771329188e-003	-5.181086e-002	-4.239517e-001
3.512446044180963e-003	-7.879362e-002	-7.286768e-001
3.517204118422496e-003	-1.085531e-001	-1.061569e+000
3.522152983622622e-003	-1.393643e-001	-1.401860e+000
3.531918608622622e-003	-1.997160e-001	-2.067936e+000
3.541684233622622e-003	-2.593783e-001	-2.726355e+000
3.561215483622621e-003	-3.755618e-001	-4.009522e+000
3.580746733622621e-003	-4.861083e-001	-5.232191e+000
3.600277983622620e-003	-5.893551e-001	-6.376142e+000
3.619809233622620e-003	-6.837494e-001	-7.424204e+000
3.639340483622619e-003	-7.678713e-001	-8.360630e+000
3.658871733622619e-003	-8.404557e-001	-9.171345e+000
3.678402983622619e-003	-9.004107e-001	-9.844161e+000
3.697934233622618e-003	-9.468347e-001	-1.036897e+001
3.717465483622618e-003	-9.790293e-001	-1.073787e+001
3.736996733622617e-003	-9.965103e-001	-1.094533e+001
3.756527983622617e-003	-9.990149e-001	-1.098822e+001
3.776059233622617e-003	-9.865052e-001	-1.086590e+001
3.795590483622616e-003	-9.591694e-001	-1.058021e+001
3.815121733622616e-003	-9.174189e-001	-1.013543e+001
3.834652983622615e-003	-8.618814e-001	-9.538268e+000
3.854184233622615e-003	-7.933924e-001	-8.797713e+000
3.873715483622614e-003	-7.129818e-001	-7.924911e+000
3.893246733622614e-003	-6.218594e-001	-6.932999e+000
3.912777983622614e-003	-5.213956e-001	-5.836908e+000
3.932309233622614e-003	-4.131014e-001	-4.653148e+000
3.951840483622613e-003	-2.986058e-001	-3.399582e+000
3.961606108622613e-003	-2.395678e-001	-2.752532e+000
3.971371733622613e-003	-1.796311e-001	-2.095281e+000
3.981137358622613e-003	-1.190216e-001	-1.430561e+000
3.990902983622612e-003	-5.796887e-002	-7.628524e-001
4.000668608622612e-003	3.295962e-003	-9.687191e-002
4.010434233622612e-003	6.458379e-002	5.761407e-001
4.015651827022700e-003	9.726238e-002	9.431483e-001
4.020863998218572e-003	1.297823e-001	1.306389e+000
4.027057241839323e-003	1.681906e-001	1.729720e+000
4.036822866839322e-003	2.282002e-001	2.392053e+000
4.046588491839322e-003	2.874015e-001	3.045537e+000
4.066119741839322e-003	4.023309e-001	4.315275e+000
4.075885366839322e-003	4.576266e-001	4.926865e+000
4.085650991839321e-003	5.111969e-001	5.519867e+000
4.095416616839321e-003	5.628402e-001	6.092059e+000
4.105182241839321e-003	6.123620e-001	6.641290e+000
4.114947866839321e-003	6.595761e-001	7.165497e+000
4.124713491839321e-003	7.043048e-001	7.662707e+000
4.134479116839320e-003	7.463795e-001	8.131052e+000
4.144244741839320e-003	7.856421e-001	8.568769e+000
4.154010366839320e-003	8.219447e-001	8.974213e+000
4.163775991839320e-003	8.551507e-001	9.345856e+000
4.173541616839319e-003	8.851352e-001	9.682301e+000
4.183307241839319e-003	9.117851e-001	9.982283e+000
4.193072866839319e-003	9.350004e-001	1.024467e+001
4.202838491839319e-003	9.546935e-001	1.046848e+001
4.212604116839319e-003	9.707904e-001	1.065287e+001
4.222369741839318e-003	9.832305e-001	1.079715e+001
4.232135366839318e-003	9.919670e-001	1.090077e+001
4.241900991839318e-003	9.969669e-001	1.096335e+001
4.251666616839318e-003	9.982114e-001	1.098464e+001
4.261432241839318e-003	9.956960e-001	1.096458e+001
4.271197866839317e-003	9.894300e-001	1.090323e+001
4.280963491839317e-003	9.794370e-001	1.080084e+001
4.290729116839317e-003	9.657547e-001	1.065778e+001
4.300494741839317e-003	9.484345e-001	1.047459e+001
4.310260366839317e-003	9.275416e-001	1.025198e+001
4.320025991839316e-003	9.031546e-001	9.990759e+000
4.329791616839316e-003	8.753654e-001	9.691931e+000
4.339557241839316e-003	8.442786e-001	9.356616e+000
4.349322866839316e-003	8.100111e-001	8.986075e+000
4.359088491839316e-003	7.726919e-001	8.581705e+000
4.368854116839315e-003	7.324615e-001	8.145028e+000
4.378619741839315e-003	6.894712e-001	7.677687e+000
4.388385366839315e-003	6.438830e-001	7.181442e+000
4.398150991839315e-003	5.958685e-001	6.658163e+000
4.407916616839314e-003	5.456081e-001	6.109819e+000
4.417682241839314e-003	4.932913e-001	5.538477e+000
4.427447866839314e-003	4.391148e-001	4.946291e+000
4.437213491839314e-003	3.832827e-001	4.335496e+000
4.456744741839313e-003	2.674973e-001	3.067391e+000
4.466510366839313e-003	2.079800e-001	2.414920e+000
4.476275991839313e-003	1.476770e-001	1.753586e+000
4.486041616839313e-003	8.681578e-002	1.086416e+000
4.495807241839313e-003	2.563336e-002	4.221759e-001
4.502608814163492e-003	-1.706709e-002	-3.835588e-002
4.507467308389434e-003	-4.757173e-002	-3.765984e-001
4.512740008851487e-003	-8.062945e-002	-7.502083e-001
4.518067098882454e-003	-1.139381e-001	-1.121203e+000
4.523033165001149e-003	-1.448363e-001	-1.462244e+000
4.532798790001149e-003	-2.051275e-001	-2.127653e+000
4.542564415001149e-003	-2.647112e-001	-2.785219e+000
4.562095665001148e-003	-3.806777e-001	-4.066062e+000
4.581626915001148e-003	-4.909303e-001	-5.285570e+000
4.601158165001148e-003	-5.938107e-001	-6.425560e+000
4.620689415001147e-003	-6.877714e-001	-7.468918e+000
4.640220665001147e-003	-7.713995e-001	-8.399969e+000
4.659751915001146e-003	-8.434368e-001	-9.204717e+000
4.679283165001146e-003	-9.028000e-001	-9.871063e+000
4.698814415001145e-003	-9.485961e-001	-1.038899e+001
4.718345665001145e-003	-9.801365e-001	-1.075073e+001
4.737876915001145e-003	-9.969466e-001	-1.095082e+001
4.757408165001144e-003	-9.987736e-001	-1.098626e+001
4.776939415001144e-003	-9.855900e-001	-1.085652e+001
4.796470665001143e-003	-9.575942e-001	-1.056354e+001
4.816001915001143e-003	-9.152072e-001	-1.011174e+001
4.835533165001143e-003	-8.590666e-001	-9.507904e+000
4.855064415001142e-003	-7.900167e-001	-8.761134e+000
4.874595665001142e-003	-7.090961e-001	-7.882668e+000
4.894126915001141e-003	-6.175221e-001	-6.885727e+000
4.913658165001141e-003	-5.166719e-001	-5.785319e+000
4.933189415001140e-003	-4.080625e-001	-4.598019e+000
4.952720665001140e-003	-2.933274e-001	-3.341747e+000
4.962486290001140e-003	-2.341992e-001	-2.693673e+000
4.972251915001140e-003	-1.741925e-001	-2.035631e+000
4.982017540001139e-003	-1.135336e-001	-1.370389e+000
4.991783165001139e-003	-5.245274e-002	-7.033306e-001
5.001548790001139e-003	8.821453e-003	-3.693718e-002
5.010947953273955e-003	6.779997e-002	6.132045e-001
5.016839788511992e-003	1.046805e-001	1.026423e+000
5.022503959684564e-003	1.399823e-001	1.418979e+000
5.028937736873942e-003	1.798130e-001	1.857962e+000
5.038703361873942e-003	2.396741e-001	2.518688e+000
5.048468986873942e-003	2.986837e-001	3.170106e+000
5.068000236873941e-003	4.131033e-001	4.434383e+000
5.077765861873941e-003	4.680828e-001	5.042570e+000
5.087531486873941e-003	5.212975e-001	5.631736e+000
5.097297111873940e-003	5.725471e-001	6.199671e+000
5.107062736873940e-003	6.216388e-001	6.744241e+000
5.116828361873940e-003	6.683878e-001	7.263399e+000
5.126593986873940e-003	7.126181e-001	7.755193e+000
5.136359611873940e-003	7.541634e-001	8.217773e+000
5.146125236873939e-003	7.928671e-001	8.649401e+000
5.155890861873939e-003	8.285837e-001	9.048450e+000
5.165656486873939e-003	8.611787e-001	9.413420e+000
5.175422111873939e-003	8.905294e-001	9.742937e+000
5.185187736873939e-003	9.165254e-001	1.003576e+001
5.194953361873938e-003	9.390689e-001	1.029080e+001
5.204718986873938e-003	9.580749e-001	1.050708e+001
5.214484611873938e-003	9.734719e-001	1.068379e+001
5.224250236873938e-003	9.852020e-001	1.082028e+001
5.234015861873938e-003	9.932210e-001	1.091602e+001
5.243781486873937e-003	9.974989e-001	1.097066e+001
