Freq.	V(o)
Step Information: Sim=1  (Run: 1/4)
3.58921934645018e+003	(-4.58486535977932e+001dB,1.30702315515528e+001°)
3.63078054770114e+003	(-4.58435949154719e+001dB,1.29256701806819e+001°)
3.67282300498098e+003	(-4.58386456835672e+001dB,1.27825988408537e+001°)
3.71535229097186e+003	(-4.58338036547709e+001dB,1.26410057057048e+001°)
3.75837404288457e+003	(-4.58290666227335e+001dB,1.25008789258537e+001°)
3.80189396320575e+003	(-4.58244324215422e+001dB,1.23622066335543e+001°)
3.84591782045367e+003	(-4.58198989251934e+001dB,1.22249769471975e+001°)
3.89045144994294e+003	(-4.58154640470644e+001dB,1.20891779756617e+001°)
3.93550075455792e+003	(-4.58111257393813e+001dB,1.19547978225159e+001°)
3.98107170553511e+003	(-4.58068819926857e+001dB,1.18218245900780e+001°)
4.02717034325474e+003	(-4.58027308352998e+001dB,1.16902463833313e+001°)
4.07380277804127e+003	(-4.57986703327913e+001dB,1.15600513137023e+001°)
4.12097519097345e+003	(-4.57946985874373e+001dB,1.14312275027022e+001°)
4.16869383470350e+003	(-4.57908137376884e+001dB,1.13037630854361e+001°)
4.21696503428598e+003	(-4.57870139576342e+001dB,1.11776462139813e+001°)
4.26579518801608e+003	(-4.57832974564682e+001dB,1.10528650606391e+001°)
4.31519076827781e+003	(-4.57796624779557e+001dB,1.09294078210620e+001°)
4.36515832240182e+003	(-4.57761072999022e+001dB,1.08072627172602e+001°)
4.41570447353329e+003	(-4.57726302336241e+001dB,1.06864180004888e+001°)
4.46683592150979e+003	(-4.57692296234220e+001dB,1.05668619540203e+001°)
4.51855944374939e+003	(-4.57659038460566e+001dB,1.04485828958039e+001°)
4.57088189614892e+003	(-4.57626513102272e+001dB,1.03315691810153e+001°)
4.62381021399277e+003	(-4.57594704560535e+001dB,1.02158092044989e+001°)
4.67735141287215e+003	(-4.57563597545612e+001dB,1.01012914031066e+001°)
4.73151258961498e+003	(-4.57533177071710e+001dB,9.98800425793396e+000°)
4.78630092322656e+003	(-4.57503428451911e+001dB,9.87593629645828e+000°)
4.84172367584117e+003	(-4.57474337293146e+001dB,9.76507609458026e+000°)
4.89778819368464e+003	(-4.57445889491205e+001dB,9.65541227857196e+000°)
4.95450190804808e+003	(-4.57418071225796e+001dB,9.54693352693396e+000°)
5.01187233627291e+003	(-4.57390868955646e+001dB,9.43962857216393e+000°)
5.06990708274723e+003	(-4.57364269413656e+001dB,9.33348620243943e+000°)
5.12861383991384e+003	(-4.57338259602095e+001dB,9.22849526321711e+000°)
5.18800038928980e+003	(-4.57312826787856e+001dB,9.12464465875103e+000°)
5.24807460249792e+003	(-4.57287958497755e+001dB,9.02192335353219e+000°)
5.30884444231008e+003	(-4.57263642513886e+001dB,8.92032037365187e+000°)
5.37031796370273e+003	(-4.57239866869026e+001dB,8.81982480809087e+000°)
5.43250331492453e+003	(-4.57216619842102e+001dB,8.72042580993704e+000°)
5.49540873857645e+003	(-4.57193889953702e+001dB,8.62211259753326e+000°)
5.55904257270424e+003	(-4.57171665961652e+001dB,8.52487445555793e+000°)
5.62341325190370e+003	(-4.57149936856643e+001dB,8.42870073604033e+000°)
5.68852930843863e+003	(-4.57128691857914e+001dB,8.33358085931266e+000°)
5.75439937337179e+003	(-4.57107920408998e+001dB,8.23950431490089e+000°)
5.82103217770893e+003	(-4.57087612173521e+001dB,8.14646066235648e+000°)
5.88843655355611e+003	(-4.57067757031057e+001dB,8.05443953203081e+000°)
5.95662143529033e+003	(-4.57048345073048e+001dB,7.96343062579415e+000°)
6.02559586074381e+003	(-4.57029366598772e+001dB,7.87342371770126e+000°)
6.09536897240192e+003	(-4.57010812111382e+001dB,7.78440865460511e+000°)
6.16595001861506e+003	(-4.56992672313987e+001dB,7.69637535672070e+000°)
6.23734835482443e+003	(-4.56974938105810e+001dB,7.60931381814070e+000°)
6.30957344480217e+003	(-4.56957600578386e+001dB,7.52321410730439e+000°)
6.38263486190573e+003	(-4.56940651011831e+001dB,7.43806636742176e+000°)
6.45654229034680e+003	(-4.56924080871161e+001dB,7.35386081685419e+000°)
6.53130552647498e+003	(-4.56907881802678e+001dB,7.27058774945343e+000°)
6.60693448007622e+003	(-4.56892045630397e+001dB,7.18823753486016e+000°)
6.68343917568641e+003	(-4.56876564352549e+001dB,7.10680061876386e+000°)
6.76082975392008e+003	(-4.56861430138130e+001dB,7.02626752312519e+000°)
6.83911647281456e+003	(-4.56846635323505e+001dB,6.94662884636242e+000°)
6.91830970918964e+003	(-4.56832172409076e+001dB,6.86787526350323e+000°)
6.99841996002301e+003	(-4.56818034055998e+001dB,6.78999752630315e+000°)
7.07945784384166e+003	(-4.56804213082958e+001dB,6.71298646333194e+000°)
7.16143410212930e+003	(-4.56790702462999e+001dB,6.63683298002926e+000°)
7.24435960075019e+003	(-4.56777495320407e+001dB,6.56152805873058e+000°)
7.32824533138933e+003	(-4.56764584927649e+001dB,6.48706275866483e+000°)
7.41310241300947e+003	(-4.56751964702363e+001dB,6.41342821592468e+000°)
7.49894209332485e+003	(-4.56739628204400e+001dB,6.34061564341064e+000°)
7.58577575029214e+003	(-4.56727569132925e+001dB,6.26861633075011e+000°)
7.67361489361849e+003	(-4.56715781323560e+001dB,6.19742164419230e+000°)
7.76247116628723e+003	(-4.56704258745586e+001dB,6.12702302648016e+000°)
7.85235634610103e+003	(-4.56692995499189e+001dB,6.05741199670019e+000°)
7.94328234724313e+003	(-4.56681985812766e+001dB,5.98858015011117e+000°)
8.03526122185649e+003	(-4.56671224040266e+001dB,5.92051915795267e+000°)
8.12830516164132e+003	(-4.56660704658594e+001dB,5.85322076723421e+000°)
8.22242649947104e+003	(-4.56650422265053e+001dB,5.78667680050607e+000°)
8.31763771102704e+003	(-4.56640371574840e+001dB,5.72087915561244e+000°)
8.41395141645229e+003	(-4.56630547418584e+001dB,5.65581980542772e+000°)
8.51138038202411e+003	(-4.56620944739932e+001dB,5.59149079757691e+000°)
8.60993752184635e+003	(-4.56611558593186e+001dB,5.52788425414074e+000°)
8.70963589956116e+003	(-4.56602384140974e+001dB,5.46499237134615e+000°)
8.81048873008050e+003	(-4.56593416651974e+001dB,5.40280741924317e+000°)
8.91250938133782e+003	(-4.56584651498681e+001dB,5.34132174136852e+000°)
9.01571137605994e+003	(-4.56576084155211e+001dB,5.28052775439686e+000°)
9.12010839355947e+003	(-4.56567710195156e+001dB,5.22041794778016e+000°)
9.22571427154801e+003	(-4.56559525289473e+001dB,5.16098488337593e+000°)
9.33254300797029e+003	(-4.56551525204419e+001dB,5.10222119506489e+000°)
9.44060876285962e+003	(-4.56543705799525e+001dB,5.04411958835854e+000°)
9.54992586021475e+003	(-4.56536063025611e+001dB,4.98667283999739e+000°)
9.66050878989853e+003	(-4.56528592922834e+001dB,4.92987379754024e+000°)
9.77237220955851e+003	(-4.56521291618786e+001dB,4.87371537894507e+000°)
9.88553094656980e+003	(-4.56514155326620e+001dB,4.81819057214208e+000°)
1.00000000000004e+004	(-4.56507180343217e+001dB,4.76329243459931e+000°)
1.01157945425994e+004	(-4.56500363047391e+001dB,4.70901409288139e+000°)
1.02329299228080e+004	(-4.56493699898127e+001dB,4.65534874220177e+000°)
1.03514216667939e+004	(-4.56487187432857e+001dB,4.60228964596895e+000°)
1.04712854805094e+004	(-4.56480822265770e+001dB,4.54983013532708e+000°)
1.05925372517733e+004	(-4.56474601086156e+001dB,4.49796360869140e+000°)
1.07151930523765e+004	(-4.56468520656783e+001dB,4.44668353127879e+000°)
1.08392691402125e+004	(-4.56462577812311e+001dB,4.39598343463394e+000°)
1.09647819614323e+004	(-4.56456769457731e+001dB,4.34585691615144e+000°)
1.10917481526245e+004	(-4.56451092566844e+001dB,4.29629763859411e+000°)
1.12201845430201e+004	(-4.56445544180766e+001dB,4.24729932960801e+000°)
1.13501081567236e+004	(-4.56440121406467e+001dB,4.19885578123425e+000°)
1.14815362149693e+004	(-4.56434821415334e+001dB,4.15096084941820e+000°)
1.16144861384039e+004	(-4.56429641441776e+001dB,4.10360845351613e+000°)
1.17489755493958e+004	(-4.56424578781845e+001dB,4.05679257579970e+000°)
1.18850222743707e+004	(-4.56419630791890e+001dB,4.01050726095859e+000°)
1.20226443461746e+004	(-4.56414794887246e+001dB,3.96474661560146e+000°)
1.21618600064642e+004	(-4.56410068540939e+001dB,3.91950480775555e+000°)
1.23026877081243e+004	(-4.56405449282424e+001dB,3.87477606636512e+000°)
1.24451461177144e+004	(-4.56400934696353e+001dB,3.83055468078904e+000°)
1.25892541179422e+004	(-4.56396522421363e+001dB,3.78683500029764e+000°)
1.27350308101672e+004	(-4.56392210148888e+001dB,3.74361143356919e+000°)
1.28824955169319e+004	(-4.56387995622006e+001dB,3.70087844818601e+000°)
1.30316677845236e+004	(-4.56383876634298e+001dB,3.65863057013064e+000°)
1.31825673855646e+004	(-4.56379851028742e+001dB,3.61686238328206e+000°)
1.33352143216338e+004	(-4.56375916696621e+001dB,3.57556852891229e+000°)
1.34896288259171e+004	(-4.56372071576463e+001dB,3.53474370518341e+000°)
1.36458313658898e+004	(-4.56368313652996e+001dB,3.49438266664530e+000°)
1.38038426460294e+004	(-4.56364640956132e+001dB,3.45448022373417e+000°)
1.39636836105600e+004	(-4.56361051559965e+001dB,3.41503124227202e+000°)
1.41253754462282e+004	(-4.56357543581800e+001dB,3.37603064296729e+000°)
1.42889395851117e+004	(-4.56354115181192e+001dB,3.33747340091669e+000°)
1.44543977074599e+004	(-4.56350764559016e+001dB,3.29935454510841e+000°)
1.46217717445678e+004	(-4.56347489956549e+001dB,3.26166915792689e+000°)
1.47910838816827e+004	(-4.56344289654577e+001dB,3.22441237465918e+000°)
1.49623565609450e+004	(-4.56341161972517e+001dB,3.18757938300302e+000°)
1.51356124843627e+004	(-4.56338105267561e+001dB,3.15116542257682e+000°)
1.53108746168210e+004	(-4.56335117933840e+001dB,3.11516578443155e+000°)
1.54881661891255e+004	(-4.56332198401599e+001dB,3.07957581056467e+000°)
1.56675107010822e+004	(-4.56329345136398e+001dB,3.04439089343627e+000°)
1.58489319246118e+004	(-4.56326556638327e+001dB,3.00960647548734e+000°)
1.60324539069011e+004	(-4.56323831441235e+001dB,2.97521804866045e+000°)
1.62181009735900e+004	(-4.56321168111980e+001dB,2.94122115392275e+000°)
1.64058977319961e+004	(-4.56318565249696e+001dB,2.90761138079145e+000°)
1.65958690743763e+004	(-4.56316021485071e+001dB,2.87438436686193e+000°)
1.67880401812264e+004	(-4.56313535479643e+001dB,2.84153579733826e+000°)
1.69824365246182e+004	(-4.56311105925117e+001dB,2.80906140456661e+000°)
1.71790838715767e+004	(-4.56308731542687e+001dB,2.77695696757122e+000°)
1.73780082874945e+004	(-4.56306411082379e+001dB,2.74521831159322e+000°)
1.75792361395877e+004	(-4.56304143322407e+001dB,2.71384130763227e+000°)
1.77827941003900e+004	(-4.56301927068545e+001dB,2.68282187199110e+000°)
1.79887091512887e+004	(-4.56299761153510e+001dB,2.65215596582295e+000°)
1.81970085861007e+004	(-4.56297644436356e+001dB,2.62183959468199e+000°)
1.84077200146904e+004	(-4.56295575801890e+001dB,2.59186880807675e+000°)
1.86208713666295e+004	(-4.56293554160095e+001dB,2.56223969902659e+000°)
1.88364908948989e+004	(-4.56291578445563e+001dB,2.53294840362126e+000°)
1.90546071796333e+004	(-4.56289647616946e+001dB,2.50399110058357e+000°)
1.92752491319102e+004	(-4.56287760656416e+001dB,2.47536401083515e+000°)
1.94984459975813e+004	(-4.56285916569141e+001dB,2.44706339706550e+000°)
1.97242273611494e+004	(-4.56284114382763e+001dB,2.41908556330403e+000°)
1.99526231496897e+004	(-4.56282353146902e+001dB,2.39142685449556e+000°)
2.01836636368165e+004	(-4.56280631932656e+001dB,2.36408365607877e+000°)
2.04173794466962e+004	(-4.56278949832123e+001dB,2.33705239356819e+000°)
2.06538015581062e+004	(-4.56277305957927e+001dB,2.31032953213917e+000°)
2.08929613085414e+004	(-4.56275699442759e+001dB,2.28391157621638e+000°)
2.11348903983674e+004	(-4.56274129438925e+001dB,2.25779506906537e+000°)
2.13796208950233e+004	(-4.56272595117906e+001dB,2.23197659238763e+000°)
2.16271852372712e+004	(-4.56271095669927e+001dB,2.20645276591881e+000°)
2.18776162394965e+004	(-4.56269630303533e+001dB,2.18122024703031e+000°)
2.21309470960574e+004	(-4.56268198245180e+001dB,2.15627573033420e+000°)
2.23872113856844e+004	(-4.56266798738833e+001dB,2.13161594729142e+000°)
2.26464430759316e+004	(-4.56265431045568e+001dB,2.10723766582335e+000°)
2.29086765276788e+004	(-4.56264094443189e+001dB,2.08313768992668e+000°)
2.31739464996859e+004	(-4.56262788225851e+001dB,2.05931285929158e+000°)
2.34422881532003e+004	(-4.56261511703693e+001dB,2.03576004892323e+000°)
2.37137370566177e+004	(-4.56260264202477e+001dB,2.01247616876667e+000°)
2.39883291901960e+004	(-4.56259045063234e+001dB,1.98945816333493e+000°)
2.42661009508253e+004	(-4.56257853641923e+001dB,1.96670301134049e+000°)
2.45470891568515e+004	(-4.56256689309095e+001dB,1.94420772533006e+000°)
2.48313310529569e+004	(-4.56255551449559e+001dB,1.92196935132263e+000°)
2.51188643150970e+004	(-4.56254439462066e+001dB,1.89998496845081e+000°)
2.54097270554942e+004	(-4.56253352758990e+001dB,1.87825168860548e+000°)
2.57039578276899e+004	(-4.56252290766025e+001dB,1.85676665608365e+000°)
2.60015956316539e+004	(-4.56251252921882e+001dB,1.83552704723967e+000°)
2.63026799189551e+004	(-4.56250238677994e+001dB,1.81453007013959e+000°)
2.66072505979894e+004	(-4.56249247498231e+001dB,1.79377296421880e+000°)
2.69153480392704e+004	(-4.56248278858618e+001dB,1.77325299994293e+000°)
2.72270130807804e+004	(-4.56247332247062e+001dB,1.75296747847188e+000°)
2.75422870333830e+004	(-4.56246407163082e+001dB,1.73291373132712e+000°)
2.78612116862990e+004	(-4.56245503117546e+001dB,1.71308912006210e+000°)
2.81838293126459e+004	(-4.56244619632418e+001dB,1.69349103593589e+000°)
2.85101826750405e+004	(-4.56243756240502e+001dB,1.67411689958995e+000°)
2.88403150312674e+004	(-4.56242912485202e+001dB,1.65496416072796e+000°)
2.91742701400131e+004	(-4.56242087920280e+001dB,1.63603029779893e+000°)
2.95120922666653e+004	(-4.56241282109622e+001dB,1.61731281768321e+000°)
2.98538261891810e+004	(-4.56240494627010e+001dB,1.59880925538176e+000°)
3.01995172040216e+004	(-4.56239725055894e+001dB,1.58051717370833e+000°)
3.05492111321566e+004	(-4.56238972989181e+001dB,1.56243416298483e+000°)
3.09029543251374e+004	(-4.56238238029013e+001dB,1.54455784073959e+000°)
3.12607936712411e+004	(-4.56237519786565e+001dB,1.52688585140875e+000°)
3.16227766016853e+004	(-4.56236817881835e+001dB,1.50941586604052e+000°)
3.19889510969155e+004	(-4.56236131943448e+001dB,1.49214558200251e+000°)
3.23593656929644e+004	(-4.56235461608457e+001dB,1.47507272269196e+000°)
3.27340694878854e+004	(-4.56234806522158e+001dB,1.45819503724887e+000°)
3.31131121482607e+004	(-4.56234166337896e+001dB,1.44151030027210e+000°)
3.34965439157844e+004	(-4.56233540716891e+001dB,1.42501631153832e+000°)
3.38844156139219e+004	(-4.56232929328050e+001dB,1.40871089572384e+000°)
3.42767786546467e+004	(-4.56232331847804e+001dB,1.39259190212925e+000°)
3.46736850452549e+004	(-4.56231747959927e+001dB,1.37665720440694e+000°)
3.50751873952585e+004	(-4.56231177355376e+001dB,1.36090470029138e+000°)
3.54813389233593e+004	(-4.56230619732128e+001dB,1.34533231133222e+000°)
3.58921934645023e+004	(-4.56230074795018e+001dB,1.32993798263006e+000°)
3.63078054770119e+004	(-4.56229542255584e+001dB,1.31471968257512e+000°)
3.67282300498103e+004	(-4.56229021831919e+001dB,1.29967540258843e+000°)
3.71535229097191e+004	(-4.56228513248518e+001dB,1.28480315686591e+000°)
3.75837404288463e+004	(-4.56228016236134e+001dB,1.27010098212493e+000°)
3.80189396320580e+004	(-4.56227530531638e+001dB,1.25556693735371e+000°)
3.84591782045373e+004	(-4.56227055877878e+001dB,1.24119910356319e+000°)
3.89045144994300e+004	(-4.56226592023545e+001dB,1.22699558354161e+000°)
3.93550075455797e+004	(-4.56226138723039e+001dB,1.21295450161162e+000°)
3.98107170553517e+004	(-4.56225695736342e+001dB,1.19907400339000e+000°)
4.02717034325479e+004	(-4.56225262828887e+001dB,1.18535225554985e+000°)
4.07380277804133e+004	(-4.56224839771440e+001dB,1.17178744558538e+000°)
4.12097519097351e+004	(-4.56224426339975e+001dB,1.15837778157915e+000°)
4.16869383470356e+004	(-4.56224022315556e+001dB,1.14512149197180e+000°)
4.21696503428603e+004	(-4.56223627484224e+001dB,1.13201682533418e+000°)
4.26579518801614e+004	(-4.56223241636883e+001dB,1.11906205014205e+000°)
4.31519076827787e+004	(-4.56222864569188e+001dB,1.10625545455301e+000°)
4.36515832240188e+004	(-4.56222496081439e+001dB,1.09359534618597e+000°)
4.41570447353335e+004	(-4.56222135978474e+001dB,1.08108005190286e+000°)
4.46683592150986e+004	(-4.56221784069569e+001dB,1.06870791759283e+000°)
4.51855944374945e+004	(-4.56221440168333e+001dB,1.05647730795859e+000°)
4.57088189614898e+004	(-4.56221104092614e+001dB,1.04438660630524e+000°)
4.62381021399284e+004	(-4.56220775664401e+001dB,1.03243421433122e+000°)
4.67735141287222e+004	(-4.56220454709726e+001dB,1.02061855192163e+000°)
4.73151258961505e+004	(-4.56220141058580e+001dB,1.00893805694372e+000°)
4.78630092322663e+004	(-4.56219834544817e+001dB,9.97391185044652e-001°)
4.84172367584124e+004	(-4.56219535006070e+001dB,9.85976409451372e-001°)
4.89778819368471e+004	(-4.56219242283661e+001dB,9.74692220772752e-001°)
4.95450190804816e+004	(-4.56218956222521e+001dB,9.63537126803819e-001°)
5.01187233627298e+004	(-4.56218676671107e+001dB,9.52509652332144e-001°)
5.06990708274730e+004	(-4.56218403481322e+001dB,9.41608338946329e-001°)
5.12861383991391e+004	(-4.56218136508435e+001dB,9.30831744846594e-001°)
5.18800038928988e+004	(-4.56217875611008e+001dB,9.20178444657428e-001°)
5.24807460249800e+004	(-4.56217620650817e+001dB,9.09647029242289e-001°)
5.30884444231016e+004	(-4.56217371492782e+001dB,8.99236105520339e-001°)
5.37031796370280e+004	(-4.56217128004895e+001dB,8.88944296285182e-001°)
5.43250331492461e+004	(-4.56216890058151e+001dB,8.78770240025594e-001°)
5.49540873857653e+004	(-4.56216657526476e+001dB,8.68712590748223e-001°)
5.55904257270432e+004	(-4.56216430286666e+001dB,8.58770017802236e-001°)
5.62341325190378e+004	(-4.56216208218316e+001dB,8.48941205705898e-001°)
5.68852930843871e+004	(-4.56215991203763e+001dB,8.39224853975061e-001°)
5.75439937337187e+004	(-4.56215779128016e+001dB,8.29619676953544e-001°)
5.82103217770902e+004	(-4.56215571878701e+001dB,8.20124403645384e-001°)
5.88843655355620e+004	(-4.56215369346002e+001dB,8.10737777548943e-001°)
5.95662143529041e+004	(-4.56215171422597e+001dB,8.01458556492843e-001°)
6.02559586074389e+004	(-4.56214978003607e+001dB,7.92285512473724e-001°)
6.09536897240201e+004	(-4.56214788986539e+001dB,7.83217431495791e-001°)
6.16595001861514e+004	(-4.56214604271230e+001dB,7.74253113412143e-001°)
6.23734835482452e+004	(-4.56214423759796e+001dB,7.65391371767864e-001°)
6.30957344480226e+004	(-4.56214247356578e+001dB,7.56631033644845e-001°)
6.38263486190582e+004	(-4.56214074968096e+001dB,7.47970939508347e-001°)
6.45654229034689e+004	(-4.56213906502994e+001dB,7.39409943055249e-001°)
6.53130552647507e+004	(-4.56213741871994e+001dB,7.30946911063999e-001°)
6.60693448007631e+004	(-4.56213580987851e+001dB,7.22580723246230e-001°)
6.68343917568650e+004	(-4.56213423765302e+001dB,7.14310272100025e-001°)
6.76082975392017e+004	(-4.56213270121025e+001dB,7.06134462764821e-001°)
6.83911647281465e+004	(-4.56213119973593e+001dB,6.98052212877932e-001°)
6.91830970918973e+004	(-4.56212973243433e+001dB,6.90062452432667e-001°)
6.99841996002310e+004	(-4.56212829852780e+001dB,6.82164123638042e-001°)
7.07945784384175e+004	(-4.56212689725640e+001dB,6.74356180780046e-001°)
7.16143410212940e+004	(-4.56212552787746e+001dB,6.66637590084466e-001°)
7.24435960075028e+004	(-4.56212418966522e+001dB,6.59007329581250e-001°)
7.32824533138943e+004	(-4.56212288191042e+001dB,6.51464388970374e-001°)
7.41310241300957e+004	(-4.56212160391995e+001dB,6.44007769489224e-001°)
7.49894209332496e+004	(-4.56212035501647e+001dB,6.36636483781458e-001°)
7.58577575029224e+004	(-4.56211913453802e+001dB,6.29349555767333e-001°)
7.67361489361860e+004	(-4.56211794183775e+001dB,6.22146020515499e-001°)
7.76247116628733e+004	(-4.56211677628348e+001dB,6.15024924116213e-001°)
7.85235634610114e+004	(-4.56211563725745e+001dB,6.07985323555993e-001°)
7.94328234724324e+004	(-4.56211452415593e+001dB,6.01026286593668e-001°)
8.03526122185660e+004	(-4.56211343638893e+001dB,5.94146891637827e-001°)
8.12830516164143e+004	(-4.56211237337991e+001dB,5.87346227625638e-001°)
8.22242649947115e+004	(-4.56211133456541e+001dB,5.80623393903041e-001°)
8.31763771102716e+004	(-4.56211031939481e+001dB,5.73977500106273e-001°)
8.41395141645240e+004	(-4.56210932733002e+001dB,5.67407666044740e-001°)
8.51138038202422e+004	(-4.56210835784520e+001dB,5.60913021585202e-001°)
8.60993752184647e+004	(-4.56210741042646e+001dB,5.54492706537255e-001°)
8.70963589956128e+004	(-4.56210648457160e+001dB,5.48145870540121e-001°)
8.81048873008062e+004	(-4.56210557978986e+001dB,5.41871672950691e-001°)
8.91250938133794e+004	(-4.56210469560165e+001dB,5.35669282732852e-001°)
9.01571137606006e+004	(-4.56210383153828e+001dB,5.29537878348044e-001°)
9.12010839355959e+004	(-4.56210298714174e+001dB,5.23476647647063e-001°)
9.22571427154813e+004	(-4.56210216196442e+001dB,5.17484787763084e-001°)
9.33254300797042e+004	(-4.56210135556891e+001dB,5.11561505005883e-001°)
9.44060876285975e+004	(-4.56210056752776e+001dB,5.05706014757264e-001°)
9.54992586021488e+004	(-4.56209979742324e+001dB,4.99917541367661e-001°)
9.66050878989866e+004	(-4.56209904484711e+001dB,4.94195318053912e-001°)
9.77237220955864e+004	(-4.56209830940045e+001dB,4.88538586798183e-001°)
9.88553094656993e+004	(-4.56209759069340e+001dB,4.82946598248041e-001°)
1.00000000000005e+005	(-4.56209688834497e+001dB,4.77418611617653e-001°)
1.01157945425995e+005	(-4.56209620198284e+001dB,4.71953894590105e-001°)
1.02329299228081e+005	(-4.56209553124317e+001dB,4.66551723220824e-001°)
1.03514216667940e+005	(-4.56209487577040e+001dB,4.61211381842095e-001°)
1.04712854805096e+005	(-4.56209423521706e+001dB,4.55932162968658e-001°)
1.05925372517735e+005	(-4.56209360924358e+001dB,4.50713367204374e-001°)
1.07151930523767e+005	(-4.56209299751812e+001dB,4.45554303149950e-001°)
1.08392691402126e+005	(-4.56209239971640e+001dB,4.40454287311704e-001°)
1.09647819614325e+005	(-4.56209181552152e+001dB,4.35412644011375e-001°)
1.10917481526246e+005	(-4.56209124462378e+001dB,4.30428705296941e-001°)
1.12201845430203e+005	(-4.56209068672053e+001dB,4.25501810854458e-001°)
1.13501081567238e+005	(-4.56209014151601e+001dB,4.20631307920896e-001°)
1.14815362149695e+005	(-4.56208960872121e+001dB,4.15816551197964e-001°)
1.16144861384041e+005	(-4.56208908805366e+001dB,4.11056902766913e-001°)
1.17489755493960e+005	(-4.56208857923735e+001dB,4.06351732004302e-001°)
1.18850222743708e+005	(-4.56208808200254e+001dB,4.01700415498725e-001°)
1.20226443461748e+005	(-4.56208759608562e+001dB,3.97102336968483e-001°)
1.21618600064644e+005	(-4.56208712122900e+001dB,3.92556887180186e-001°)
1.23026877081245e+005	(-4.56208665718093e+001dB,3.88063463868283e-001°)
1.24451461177145e+005	(-4.56208620369541e+001dB,3.83621471655507e-001°)
1.25892541179424e+005	(-4.56208576053202e+001dB,3.79230321974222e-001°)
1.27350308101673e+005	(-4.56208532745582e+001dB,3.74889432988660e-001°)
1.28824955169321e+005	(-4.56208490423723e+001dB,3.70598229518051e-001°)
1.30316677845237e+005	(-4.56208449065187e+001dB,3.66356142960618e-001°)
1.31825673855648e+005	(-4.56208408648047e+001dB,3.62162611218439e-001°)
1.33352143216340e+005	(-4.56208369150879e+001dB,3.58017078623166e-001°)
1.34896288259173e+005	(-4.56208330552740e+001dB,3.53918995862581e-001°)
1.36458313658900e+005	(-4.56208292833169e+001dB,3.49867819908000e-001°)
1.38038426460296e+005	(-4.56208255972169e+001dB,3.45863013942487e-001°)
1.39636836105602e+005	(-4.56208219950198e+001dB,3.41904047289900e-001°)
1.41253754462283e+005	(-4.56208184748158e+001dB,3.37990395344731e-001°)
1.42889395851118e+005	(-4.56208150347386e+001dB,3.34121539502757e-001°)
1.44543977074601e+005	(-4.56208116729646e+001dB,3.30296967092466e-001°)
1.46217717445680e+005	(-4.56208083877113e+001dB,3.26516171307280e-001°)
1.47910838816829e+005	(-4.56208051772372e+001dB,3.22778651138532e-001°)
1.49623565609452e+005	(-4.56208020398400e+001dB,3.19083911309224e-001°)
1.51356124843629e+005	(-4.56207989738566e+001dB,3.15431462208523e-001°)
1.53108746168212e+005	(-4.56207959776613e+001dB,3.11820819827015e-001°)
1.54881661891257e+005	(-4.56207930496658e+001dB,3.08251505692687e-001°)
1.56675107010824e+005	(-4.56207901883177e+001dB,3.04723046807649e-001°)
1.58489319246120e+005	(-4.56207873921000e+001dB,3.01234975585565e-001°)
1.60324539069013e+005	(-4.56207846595303e+001dB,2.97786829789809e-001°)
1.62181009735902e+005	(-4.56207819891598e+001dB,2.94378152472312e-001°)
1.64058977319963e+005	(-4.56207793795727e+001dB,2.91008491913117e-001°)
1.65958690743766e+005	(-4.56207768293856e+001dB,2.87677401560622e-001°)
1.67880401812266e+005	(-4.56207743372464e+001dB,2.84384439972497e-001°)
1.69824365246184e+005	(-4.56207719018338e+001dB,2.81129170757279e-001°)
1.71790838715769e+005	(-4.56207695218567e+001dB,2.77911162516634e-001°)
1.73780082874948e+005	(-4.56207671960532e+001dB,2.74729988788278e-001°)
1.75792361395879e+005	(-4.56207649231902e+001dB,2.71585227989542e-001°)
1.77827941003903e+005	(-4.56207627020628e+001dB,2.68476463361589e-001°)
1.79887091512889e+005	(-4.56207605314933e+001dB,2.65403282914261e-001°)
1.81970085861009e+005	(-4.56207584103309e+001dB,2.62365279371560e-001°)
1.84077200146906e+005	(-4.56207563374511e+001dB,2.59362050117746e-001°)
1.86208713666298e+005	(-4.56207543117549e+001dB,2.56393197144055e-001°)
1.88364908948991e+005	(-4.56207523321682e+001dB,2.53458326996019e-001°)
1.90546071796336e+005	(-4.56207503976415e+001dB,2.50557050721391e-001°)
1.92752491319105e+005	(-4.56207485071492e+001dB,2.47688983818666e-001°)
1.94984459975816e+005	(-4.56207466596890e+001dB,2.44853746186184e-001°)
1.97242273611497e+005	(-4.56207448542813e+001dB,2.42050962071816e-001°)
1.99526231496900e+005	(-4.56207430899690e+001dB,2.39280260023226e-001°)
2.01836636368168e+005	(-4.56207413658167e+001dB,2.36541272838701e-001°)
2.04173794466965e+005	(-4.56207396809102e+001dB,2.33833637518537e-001°)
2.06538015581065e+005	(-4.56207380343562e+001dB,2.31156995216988e-001°)
2.08929613085416e+005	(-4.56207364252818e+001dB,2.28510991194753e-001°)
2.11348903983677e+005	(-4.56207348528338e+001dB,2.25895274772019e-001°)
2.13796208950236e+005	(-4.56207333161785e+001dB,2.23309499282025e-001°)
2.16271852372715e+005	(-4.56207318145012e+001dB,2.20753322025171e-001°)
2.18776162394968e+005	(-4.56207303470058e+001dB,2.18226404223637e-001°)
