time	V(6)	V(n006)
Step Information: Vdc=-500m  (Run: 1/3)
8.189268591586408e-003	4.646837e+000	4.272017e-001
8.199034216586408e-003	4.885819e+000	4.482707e-001
8.208799841586408e-003	5.085687e+000	4.657707e-001
8.218565466586407e-003	5.245690e+000	4.796358e-001
8.228331091586407e-003	5.365227e+000	4.898137e-001
8.238096716586407e-003	5.443851e+000	4.962662e-001
8.247862341586407e-003	5.481268e+000	4.989689e-001
8.257627966586406e-003	5.477338e+000	4.979118e-001
8.267393591586406e-003	5.432078e+000	4.930988e-001
8.277159216586406e-003	5.345659e+000	4.845479e-001
8.286924841586406e-003	5.218409e+000	4.722915e-001
8.296690466586406e-003	5.050808e+000	4.563755e-001
8.306456091586405e-003	4.843489e+000	4.368600e-001
8.316221716586405e-003	4.597234e+000	4.138183e-001
8.325987341586405e-003	4.312973e+000	3.873373e-001
8.335752966586405e-003	3.991778e+000	3.575165e-001
8.345518591586405e-003	3.634865e+000	3.244682e-001
8.355284216586404e-003	3.243583e+000	2.883168e-001
8.365049841586404e-003	2.819418e+000	2.491983e-001
8.374815466586404e-003	2.363990e+000	2.072600e-001
8.384581091586404e-003	1.879066e+000	1.626598e-001
8.394346716586404e-003	1.366633e+000	1.155655e-001
8.404112341586403e-003	8.293496e-001	6.615429e-002
8.413877966586403e-003	2.778484e-001	1.476182e-002
8.420557101419746e-003	-1.098072e-001	-2.144899e-002
8.424710511705550e-003	-3.661111e-001	-4.447792e-002
8.429451611980209e-003	-6.676624e-001	-7.122128e-002
8.435245665672449e-003	-1.034030e+000	-1.043958e-001
8.440837160271737e-003	-1.391459e+000	-1.369625e-001
8.450602785271736e-003	-2.026643e+000	-1.948746e-001
8.460368410271736e-003	-2.672803e+000	-2.537847e-001
8.479899660271736e-003	-3.994209e+000	-3.741598e-001
8.499430910271735e-003	-5.338100e+000	-4.964277e-001
8.518962160271735e-003	-6.684411e+000	-6.187493e-001
8.538493410271734e-003	-8.012924e+000	-7.392848e-001
8.558024660271734e-003	-9.303669e+000	-8.562211e-001
8.577555910271734e-003	-1.053722e+001	-9.677997e-001
8.597087160271733e-003	-1.169500e+001	-1.072342e+000
8.606852785271733e-003	-1.223995e+001	-1.121479e+000
8.616618410271733e-003	-1.275522e+001	-1.168276e+000
8.626384035271733e-003	-1.321322e+001	-1.213058e+000
8.628914389074226e-003	-1.328402e+001	-1.224252e+000
8.630626657636651e-003	-1.329816e+001	-1.231650e+000
8.631343514302928e-003	-1.330065e+001	-1.234716e+000
8.632290774365645e-003	-1.330359e+001	-1.238739e+000
8.634486558849493e-003	-1.330840e+001	-1.247954e+000
8.636809256225130e-003	-1.331199e+001	-1.257535e+000
8.639401273477947e-003	-1.331487e+001	-1.268008e+000
8.644585307983581e-003	-1.331861e+001	-1.288349e+000
8.649707313854520e-003	-1.332080e+001	-1.307533e+000
8.659472938854520e-003	-1.332290e+001	-1.341756e+000
8.669238563854520e-003	-1.332401e+001	-1.373169e+000
8.679004188854519e-003	-1.332451e+001	-1.401296e+000
8.688769813854519e-003	-1.332476e+001	-1.426031e+000
8.698535438854519e-003	-1.332489e+001	-1.447281e+000
8.708301063854519e-003	-1.332497e+001	-1.464965e+000
8.718066688854519e-003	-1.332501e+001	-1.479017e+000
8.727832313854518e-003	-1.332504e+001	-1.489384e+000
8.737597938854518e-003	-1.332505e+001	-1.496027e+000
8.747363563854518e-003	-1.332505e+001	-1.498922e+000
8.757129188854518e-003	-1.332505e+001	-1.498057e+000
8.766894813854518e-003	-1.332505e+001	-1.493435e+000
8.776660438854517e-003	-1.332503e+001	-1.485075e+000
8.786426063854517e-003	-1.332500e+001	-1.473007e+000
8.796191688854517e-003	-1.332494e+001	-1.457276e+000
8.805957313854517e-003	-1.332484e+001	-1.437943e+000
8.815722938854517e-003	-1.332466e+001	-1.415079e+000
8.825488563854516e-003	-1.332431e+001	-1.388772e+000
8.835254188854516e-003	-1.332360e+001	-1.359119e+000
8.845019813854516e-003	-1.332201e+001	-1.326232e+000
8.854785438854516e-003	-1.331795e+001	-1.290236e+000
8.864551063854516e-003	-1.330722e+001	-1.251505e+000
8.870975951155210e-003	-1.328972e+001	-1.224629e+000
8.873754407623512e-003	-1.327101e+001	-1.212577e+000
8.875895963209418e-003	-1.323999e+001	-1.203084e+000
8.877965307018476e-003	-1.318663e+001	-1.193780e+000
8.880128401215864e-003	-1.310577e+001	-1.183930e+000
8.882118922919490e-003	-1.301516e+001	-1.174749e+000
8.884570389408493e-003	-1.289362e+001	-1.163293e+000
8.887163595599138e-003	-1.276019e+001	-1.150972e+000
8.900800980670745e-003	-1.202213e+001	-1.083270e+000
8.919298986056092e-003	-1.095064e+001	-9.851518e-001
8.938830236056091e-003	-9.741287e+000	-8.745955e-001
8.958361486056091e-003	-8.468261e+000	-7.584048e-001
8.977892736056091e-003	-7.150693e+000	-6.383275e-001
8.997423986056090e-003	-5.808402e+000	-5.161696e-001
9.016955236056090e-003	-4.461598e+000	-3.937685e-001
9.036486486056089e-003	-3.130604e+000	-2.729653e-001
9.046252111056089e-003	-2.477365e+000	-2.137324e-001
9.056017736056089e-003	-1.835680e+000	-1.555769e-001
9.065783361056089e-003	-1.208272e+000	-9.871769e-002
9.075548986056089e-003	-6.007410e-001	-4.336885e-002
9.085314611056088e-003	-1.352296e-002	1.028217e-002
9.094669946705046e-003	5.396862e-001	5.998708e-002
9.102059010562697e-003	9.672184e-001	9.790409e-002
9.108902755164645e-003	1.345741e+000	1.317846e-001
9.116208339026330e-003	1.731541e+000	1.665155e-001
9.125973964026330e-003	2.224000e+000	2.107513e-001
9.135739589026330e-003	2.688701e+000	2.524674e-001
9.145505214026330e-003	3.122500e+000	2.913513e-001
9.155270839026329e-003	3.523757e+000	3.272567e-001
9.165036464026329e-003	3.891010e+000	3.600486e-001
9.174802089026329e-003	4.222874e+000	3.896034e-001
9.184567714026329e-003	4.518111e+000	4.158100e-001
9.194333339026329e-003	4.775611e+000	4.385697e-001
9.204098964026328e-003	4.994411e+000	4.577968e-001
9.213864589026328e-003	5.173687e+000	4.734189e-001
9.223630214026328e-003	5.312769e+000	4.853773e-001
9.233395839026328e-003	5.411134e+000	4.936270e-001
9.243161464026328e-003	5.468413e+000	4.981369e-001
9.252927089026327e-003	5.484394e+000	4.988901e-001
9.262692714026327e-003	5.459017e+000	4.958836e-001
9.272458339026327e-003	5.392379e+000	4.891289e-001
9.282223964026327e-003	5.284734e+000	4.786513e-001
9.291989589026327e-003	5.136487e+000	4.644903e-001
9.301755214026326e-003	4.948198e+000	4.466992e-001
9.311520839026326e-003	4.720578e+000	4.253449e-001
9.321286464026326e-003	4.454487e+000	4.005078e-001
9.331052089026326e-003	4.150928e+000	3.722814e-001
9.340817714026325e-003	3.811049e+000	3.407719e-001
9.350583339026325e-003	3.436134e+000	3.060980e-001
9.360348964026325e-003	3.027604e+000	2.683901e-001
9.370114589026325e-003	2.587014e+000	2.277901e-001
9.379880214026325e-003	2.116057e+000	1.844509e-001
9.389645839026324e-003	1.616590e+000	1.385356e-001
9.399411464026324e-003	1.090825e+000	9.021699e-002
9.409177089026324e-003	5.445785e-001	3.967693e-002
9.418942714026324e-003	-2.126606e-002	-1.281180e-002
9.426896662173509e-003	-5.059789e-001	-5.691157e-002
9.434113091281829e-003	-9.621629e-001	-9.794901e-002
9.441267744140060e-003	-1.419374e+000	-1.394795e-001
9.448592901278030e-003	-1.894169e+000	-1.828075e-001
9.458358526278030e-003	-2.538902e+000	-2.415772e-001
9.468124151278030e-003	-3.193568e+000	-3.012416e-001
9.487655401278029e-003	-4.526273e+000	-4.225873e-001
9.507186651278029e-003	-5.873550e+000	-5.450972e-001
9.526717901278028e-003	-7.215208e+000	-6.669289e-001
9.546249151278028e-003	-8.531091e+000	-7.862499e-001
9.565780401278028e-003	-9.801409e+000	-9.012653e-001
9.585311651278027e-003	-1.100704e+001	-1.010245e+000
9.604842901278027e-003	-1.212980e+001	-1.111551e+000
9.614608526278027e-003	-1.265452e+001	-1.158844e+000
9.624374151278026e-003	-1.313923e+001	-1.204094e+000
9.627755342668295e-003	-1.326794e+001	-1.219215e+000
9.628875489465928e-003	-1.328878e+001	-1.224105e+000
9.629912251761932e-003	-1.329519e+001	-1.228586e+000
9.630639189669419e-003	-1.329819e+001	-1.231707e+000
9.631527367220769e-003	-1.330122e+001	-1.235494e+000
9.633173211282691e-003	-1.330558e+001	-1.242449e+000
9.634990843233795e-003	-1.330917e+001	-1.250029e+000
9.638227555859814e-003	-1.331364e+001	-1.263284e+000
9.641639009411573e-003	-1.331680e+001	-1.276908e+000
9.646529530247141e-003	-1.331963e+001	-1.295802e+000
9.651914624245795e-003	-1.332151e+001	-1.315668e+000
9.660210592303752e-003	-1.332310e+001	-1.344359e+000
9.669976217303752e-003	-1.332407e+001	-1.375410e+000
9.679741842303751e-003	-1.332454e+001	-1.403285e+000
9.689507467303751e-003	-1.332477e+001	-1.427759e+000
9.699273092303751e-003	-1.332490e+001	-1.448742e+000
9.709038717303751e-003	-1.332497e+001	-1.466154e+000
9.718804342303751e-003	-1.332502e+001	-1.479929e+000
9.728569967303750e-003	-1.332504e+001	-1.490016e+000
9.738335592303750e-003	-1.332505e+001	-1.496377e+000
9.748101217303750e-003	-1.332505e+001	-1.498988e+000
9.757866842303750e-003	-1.332505e+001	-1.497839e+000
9.767632467303750e-003	-1.332504e+001	-1.492934e+000
9.777398092303749e-003	-1.332503e+001	-1.484292e+000
9.787163717303749e-003	-1.332499e+001	-1.471946e+000
9.796929342303749e-003	-1.332494e+001	-1.455941e+000
9.806694967303749e-003	-1.332483e+001	-1.436338e+000
9.816460592303749e-003	-1.332464e+001	-1.413211e+000
9.826226217303748e-003	-1.332427e+001	-1.386647e+000
9.835991842303748e-003	-1.332352e+001	-1.356746e+000
9.845757467303748e-003	-1.332182e+001	-1.323620e+000
9.855523092303748e-003	-1.331743e+001	-1.287395e+000
9.865288717303748e-003	-1.330739e+001	-1.248605e+000
9.869478049180045e-003	-1.329716e+001	-1.231112e+000
9.872696739465671e-003	-1.328072e+001	-1.217218e+000
9.874793230022378e-003	-1.325959e+001	-1.207998e+000
9.876643625757952e-003	-1.322423e+001	-1.199739e+000
9.878805138147049e-003	-1.315702e+001	-1.189964e+000
9.881308901084013e-003	-1.305280e+001	-1.178493e+000
9.883454927150067e-003	-1.294987e+001	-1.168526e+000
9.886074488549130e-003	-1.281679e+001	-1.156181e+000
9.895276734069756e-003	-1.232730e+001	-1.111245e+000
9.912843069993557e-003	-1.133325e+001	-1.020169e+000
9.932374319993557e-003	-1.014899e+001	-9.118460e-001
9.951905569993556e-003	-8.894935e+000	-7.973281e-001
9.971436819993556e-003	-7.589924e+000	-6.783379e-001
9.990968069993556e-003	-6.253618e+000	-5.566681e-001
1.000000000000000e-002	-5.630690e+000	-5.000000e-001
Step Information: Vdc=0  (Run: 2/3)
0.000000000000000e+000	-4.261736e-003	0.000000e+000
1.562500018259527e-009	-4.261724e-003	9.817477e-006
6.250000073038109e-009	-4.261706e-003	3.926991e-005
1.250000014607622e-008	-4.261152e-003	7.853982e-005
5.000000058430487e-008	-4.229976e-003	3.141593e-004
1.000000011686097e-007	-4.116820e-003	6.283185e-004
2.000000023372195e-007	-3.659417e-003	1.256636e-003
4.000000046744390e-007	-1.881702e-003	2.513269e-003
8.000000093488779e-007	4.717374e-003	5.026509e-003
1.600000018697756e-006	2.810377e-002	1.005278e-002
3.200000037395512e-006	1.006590e-001	2.010420e-002
5.136835929154863e-006	2.166031e-001	3.226860e-002
7.481848307020379e-006	3.763490e-001	4.698765e-002
1.163471156411721e-005	6.669241e-001	7.302488e-002
1.597758236886918e-005	9.686964e-001	1.001884e-001
2.325544236512542e-005	1.469417e+000	1.454931e-001
3.302106736512542e-005	2.134996e+000	2.057983e-001
4.278669236512542e-005	2.792367e+000	2.653602e-001
6.231794236512542e-005	4.072650e+000	3.812673e-001
7.208356736512542e-005	4.690855e+000	4.371762e-001
8.184919236512541e-005	5.291363e+000	4.914397e-001
9.161481736512541e-005	5.871915e+000	5.438536e-001
1.013804423651254e-004	6.430336e+000	5.942205e-001
1.111460673651254e-004	6.964524e+000	6.423509e-001
1.209116923651254e-004	7.472472e+000	6.880636e-001
1.306773173651254e-004	7.952270e+000	7.311866e-001
1.404429423651254e-004	8.402113e+000	7.715576e-001
1.502085673651254e-004	8.820309e+000	8.090246e-001
1.599741923651254e-004	9.205283e+000	8.434466e-001
1.697398173651254e-004	9.555589e+000	8.746941e-001
1.795054423651254e-004	9.869907e+000	9.026495e-001
1.892710673651254e-004	1.014706e+001	9.272075e-001
1.990366923651255e-004	1.038599e+001	9.482756e-001
2.088023173651255e-004	1.058582e+001	9.657747e-001
2.185679423651255e-004	1.074579e+001	9.796388e-001
2.283335673651255e-004	1.086529e+001	9.898158e-001
2.380991923651255e-004	1.094388e+001	9.962673e-001
2.478648173651255e-004	1.098127e+001	9.989691e-001
2.576304423651255e-004	1.097730e+001	9.979111e-001
2.673960673651255e-004	1.093201e+001	9.930971e-001
2.771616923651255e-004	1.084556e+001	9.845453e-001
2.869273173651255e-004	1.071828e+001	9.722879e-001
2.966929423651255e-004	1.055064e+001	9.563710e-001
3.064585673651255e-004	1.034328e+001	9.368546e-001
3.162241923651256e-004	1.009698e+001	9.138120e-001
3.259898173651256e-004	9.812669e+000	8.873301e-001
3.357554423651256e-004	9.491415e+000	8.575085e-001
3.455210673651256e-004	9.134430e+000	8.244594e-001
3.552866923651256e-004	8.743055e+000	7.883072e-001
3.650523173651256e-004	8.318766e+000	7.491881e-001
3.748179423651256e-004	7.863160e+000	7.072490e-001
3.845835673651256e-004	7.377952e+000	6.626482e-001
3.943491923651256e-004	6.864968e+000	6.155533e-001
4.041148173651256e-004	6.326141e+000	5.661415e-001
4.138804423651256e-004	5.763501e+000	5.145989e-001
4.236460673651257e-004	5.179169e+000	4.611195e-001
4.334116923651257e-004	4.575347e+000	4.059045e-001
4.529429423651257e-004	3.318439e+000	2.911050e-001
4.627085673651257e-004	2.670131e+000	2.319524e-001
4.724741923651257e-004	2.011916e+000	1.719269e-001
4.822398173651257e-004	1.346581e+000	1.112543e-001
4.920054423651257e-004	6.787645e-001	5.016720e-002
5.004096892010328e-004	1.062549e-001	-2.569756e-003
5.101753142010328e-004	-5.653722e-001	-6.386834e-002
5.144342347638691e-004	-8.652217e-001	-9.054799e-002
5.197452230814908e-004	-1.236769e+000	-1.237063e-001
5.256385822663442e-004	-1.640600e+000	-1.603005e-001
5.354042072663442e-004	-2.304009e+000	-2.204135e-001
5.451698322663443e-004	-2.958951e+000	-2.797522e-001
5.647010822663443e-004	-4.232690e+000	-3.950514e-001
5.842323322663443e-004	-5.442625e+000	-5.044088e-001
6.037635822663443e-004	-6.570684e+000	-6.061793e-001
6.232948322663443e-004	-7.599933e+000	-6.988323e-001
6.428260822663443e-004	-8.514905e+000	-7.809743e-001
6.623573322663444e-004	-9.301846e+000	-8.513696e-001
6.818885822663444e-004	-9.948926e+000	-9.089596e-001
7.014198322663444e-004	-1.044642e+001	-9.528779e-001
7.209510822663444e-004	-1.078685e+001	-9.824641e-001
7.404823322663444e-004	-1.096510e+001	-9.972732e-001
7.600135822663444e-004	-1.097849e+001	-9.970823e-001
7.795448322663445e-004	-1.082680e+001	-9.818944e-001
7.990760822663445e-004	-1.051233e+001	-9.519378e-001
8.186073322663445e-004	-1.003980e+001	-9.076632e-001
8.381385822663445e-004	-9.416325e+000	-8.497366e-001
8.576698322663445e-004	-8.651292e+000	-7.790291e-001
8.772010822663445e-004	-7.756216e+000	-6.966043e-001
8.967323322663446e-004	-6.744569e+000	-6.037018e-001
9.162635822663446e-004	-5.631580e+000	-5.017192e-001
9.357948322663446e-004	-4.434016e+000	-3.921902e-001
9.553260822663446e-004	-3.169964e+000	-2.767624e-001
9.650917072663446e-004	-2.518979e+000	-2.173761e-001
9.748573322663446e-004	-1.858739e+000	-1.571717e-001
9.846229572663446e-004	-1.192135e+000	-9.637579e-002
9.943885822663446e-004	-5.247139e-001	-3.522357e-002
1.001015155385016e-003	-7.347368e-002	6.370617e-003
1.010538237886904e-003	5.834228e-001	6.614219e-002
1.014971184746548e-003	8.954903e-001	9.390593e-002
1.020257529441228e-003	1.264340e+000	1.268990e-001
1.026147381518791e-003	1.667639e+000	1.634534e-001
1.035913006518791e-003	2.330652e+000	2.235275e-001
1.045678631518791e-003	2.985111e+000	2.828169e-001
1.065209881518792e-003	4.257429e+000	3.979830e-001
1.074975506518792e-003	4.870634e+000	4.534263e-001
1.084741131518792e-003	5.465463e+000	5.071630e-001
1.094506756518792e-003	6.039686e+000	5.589910e-001
1.104272381518792e-003	6.591145e+000	6.087149e-001
1.114038006518792e-003	7.117767e+000	6.561479e-001
1.123803631518792e-003	7.617574e+000	7.011112e-001
1.133569256518792e-003	8.088684e+000	7.434357e-001
1.143334881518792e-003	8.529326e+000	7.829621e-001
1.153100506518792e-003	8.937843e+000	8.195416e-001
1.162866131518792e-003	9.312696e+000	8.530365e-001
1.172631756518792e-003	9.652476e+000	8.833207e-001
1.182397381518792e-003	9.955905e+000	9.102805e-001
1.192163006518792e-003	1.022184e+001	9.338140e-001
1.201928631518792e-003	1.044928e+001	9.538329e-001
1.211694256518792e-003	1.063738e+001	9.702618e-001
1.221459881518792e-003	1.078542e+001	9.830388e-001
1.231225506518792e-003	1.089284e+001	9.921160e-001
1.240991131518792e-003	1.095926e+001	9.974589e-001
1.250756756518792e-003	1.098440e+001	9.990478e-001
1.260522381518792e-003	1.096819e+001	9.968764e-001
1.270288006518792e-003	1.091069e+001	9.909530e-001
1.280053631518792e-003	1.081210e+001	9.812998e-001
1.289819256518792e-003	1.067281e+001	9.679533e-001
1.299584881518792e-003	1.049334e+001	9.509636e-001
1.309350506518792e-003	1.027436e+001	9.303948e-001
1.319116131518792e-003	1.001670e+001	9.063240e-001
1.328881756518792e-003	9.721333e+000	8.788422e-001
1.338647381518792e-003	9.389366e+000	8.480525e-001
1.348413006518792e-003	9.022050e+000	8.140710e-001
1.358178631518792e-003	8.620770e+000	7.770255e-001
1.367944256518792e-003	8.187035e+000	7.370554e-001
1.377709881518792e-003	7.722478e+000	6.943113e-001
1.387475506518792e-003	7.228849e+000	6.489539e-001
1.397241131518792e-003	6.708007e+000	6.011540e-001
1.407006756518792e-003	6.161912e+000	5.510914e-001
1.416772381518792e-003	5.592623e+000	4.989547e-001
1.426538006518792e-003	5.002286e+000	4.449401e-001
1.436303631518792e-003	4.393128e+000	3.892508e-001
1.455834881518792e-003	3.127636e+000	2.736921e-001
1.465600506518792e-003	2.476127e+000	2.142577e-001
1.475366131518792e-003	1.815503e+000	1.540169e-001
1.485131756518792e-003	1.148706e+000	9.319633e-002
1.494897381518792e-003	4.822052e-001	3.203071e-002
1.501456734138277e-003	3.619214e-002	-9.145702e-003
1.509870809807159e-003	-5.452641e-001	-6.195964e-002
1.514491114758160e-003	-8.706588e-001	-9.090245e-002
1.519758391512575e-003	-1.237759e+000	-1.237900e-001
1.525456164545106e-003	-1.628129e+000	-1.591726e-001
1.535221789545106e-003	-2.291668e+000	-2.192965e-001
1.544987414545106e-003	-2.946831e+000	-2.786527e-001
1.564518664545106e-003	-4.221058e+000	-3.939994e-001
1.584049914545106e-003	-5.431675e+000	-5.034200e-001
1.603581164545106e-003	-6.560580e+000	-6.052687e-001
1.623112414545106e-003	-7.590826e+000	-6.980135e-001
1.642643664545106e-003	-8.506931e+000	-7.802596e-001
1.662174914545106e-003	-9.295126e+000	-8.507699e-001
1.681706164545106e-003	-9.943562e+000	-9.084837e-001
1.701237414545106e-003	-1.044249e+001	-9.525332e-001
1.720768664545106e-003	-1.078442e+001	-9.822556e-001
1.740299914545106e-003	-1.096420e+001	-9.972041e-001
1.759831164545106e-003	-1.097913e+001	-9.971536e-001
1.779362414545106e-003	-1.082898e+001	-9.821050e-001
1.798893664545106e-003	-1.051601e+001	-9.522847e-001
1.818424914545106e-003	-1.004492e+001	-9.081411e-001
1.837956164545106e-003	-9.422819e+000	-8.503382e-001
1.857487414545106e-003	-8.659059e+000	-7.797455e-001
1.877018664545106e-003	-7.765138e+000	-6.974246e-001
1.896549914545106e-003	-6.754511e+000	-6.046138e-001
1.916081164545106e-003	-5.642394e+000	-5.027091e-001
1.935612414545106e-003	-4.445539e+000	-3.932431e-001
1.955143664545106e-003	-3.182019e+000	-2.778625e-001
1.964909289545106e-003	-2.531233e+000	-2.184936e-001
1.974674914545106e-003	-1.871140e+000	-1.583025e-001
1.984440539545106e-003	-1.204621e+000	-9.751547e-002
1.994206164545106e-003	-5.370241e-001	-3.636821e-002
2.000853712566055e-003	-8.427674e-002	5.356390e-003
2.010619337566055e-003	5.889362e-001	6.665045e-002
2.014988143552843e-003	8.964648e-001	9.401220e-002
2.020291861199718e-003	1.266685e+000	1.271125e-001
2.026224342286881e-003	1.672896e+000	1.639295e-001
2.035989967286881e-003	2.335848e+000	2.239984e-001
2.045755592286880e-003	2.990227e+000	2.832802e-001
2.065286842286880e-003	4.262327e+000	3.984261e-001
2.075052467286880e-003	4.875396e+000	4.538567e-001
2.084818092286880e-003	5.470072e+000	5.075792e-001
2.094583717286879e-003	6.044124e+000	5.593913e-001
2.104349342286879e-003	6.595395e+000	6.090980e-001
2.114114967286879e-003	7.121814e+000	6.565121e-001
2.123880592286879e-003	7.621401e+000	7.014553e-001
2.133646217286879e-003	8.092278e+000	7.437583e-001
2.143411842286878e-003	8.532673e+000	7.832621e-001
2.153177467286878e-003	8.940930e+000	8.198178e-001
2.162943092286878e-003	9.315513e+000	8.532879e-001
2.172708717286878e-003	9.655011e+000	8.835464e-001
2.182474342286877e-003	9.958149e+000	9.104794e-001
2.192239967286877e-003	1.022379e+001	9.339856e-001
2.202005592286877e-003	1.045092e+001	9.539765e-001
2.211771217286877e-003	1.063870e+001	9.703768e-001
2.221536842286877e-003	1.078642e+001	9.831249e-001
2.231302467286876e-003	1.089353e+001	9.921727e-001
2.241068092286876e-003	1.095962e+001	9.974862e-001
2.250833717286876e-003	1.098444e+001	9.990454e-001
2.260599342286876e-003	1.096790e+001	9.968444e-001
2.270364967286876e-003	1.091007e+001	9.908915e-001
2.280130592286875e-003	1.081116e+001	9.812090e-001
2.289896217286875e-003	1.067155e+001	9.678336e-001
2.299661842286875e-003	1.049177e+001	9.508154e-001
2.309427467286875e-003	1.027248e+001	9.302186e-001
2.319193092286875e-003	1.001452e+001	9.061207e-001
2.328958717286874e-003	9.718858e+000	8.786123e-001
2.338724342286874e-003	9.386607e+000	8.477970e-001
2.348489967286874e-003	9.019018e+000	8.137909e-001
2.358255592286874e-003	8.617476e+000	7.767217e-001
2.368021217286874e-003	8.183492e+000	7.367292e-001
2.377786842286873e-003	7.718699e+000	6.939638e-001
2.387552467286873e-003	7.224848e+000	6.485865e-001
2.397318092286873e-003	6.703799e+000	6.007680e-001
2.407083717286873e-003	6.157514e+000	5.506884e-001
2.416849342286873e-003	5.588050e+000	4.985361e-001
2.426614967286872e-003	4.997556e+000	4.445074e-001
2.436380592286872e-003	4.388259e+000	3.888058e-001
2.455911842286872e-003	3.122544e+000	2.732275e-001
2.465677467286871e-003	2.470953e+000	2.137858e-001
2.475443092286871e-003	1.810268e+000	1.535395e-001
2.485208717286871e-003	1.143438e+000	9.271532e-002
2.494974342286871e-003	4.770749e-001	3.154771e-002
2.501527761392956e-003	3.151626e-002	-9.592001e-003
2.509799495524215e-003	-5.403794e-001	-6.151236e-002
2.514508015546517e-003	-8.719890e-001	-9.100774e-002
2.519786620083351e-003	-1.239719e+000	-1.239659e-001
2.525483547059484e-003	-1.630000e+000	-1.593424e-001
2.535249172059483e-003	-2.293519e+000	-2.194642e-001
2.545014797059483e-003	-2.948653e+000	-2.788178e-001
2.564546047059483e-003	-4.222804e+000	-3.941574e-001
2.584077297059482e-003	-5.433319e+000	-5.035685e-001
2.603608547059482e-003	-6.562098e+000	-6.054054e-001
2.623139797059481e-003	-7.592194e+000	-6.981364e-001
2.642671047059481e-003	-8.508129e+000	-7.803670e-001
2.662202297059481e-003	-9.296136e+000	-8.508600e-001
2.681733547059480e-003	-9.944367e+000	-9.085553e-001
2.701264797059480e-003	-1.044308e+001	-9.525850e-001
2.720796047059479e-003	-1.078478e+001	-9.822870e-001
2.740327297059479e-003	-1.096433e+001	-9.972146e-001
2.759858547059479e-003	-1.097903e+001	-9.971430e-001
2.779389797059478e-003	-1.082865e+001	-9.820735e-001
2.798921047059478e-003	-1.051546e+001	-9.522327e-001
2.818452297059477e-003	-1.004416e+001	-9.080694e-001
2.837983547059477e-003	-9.421844e+000	-8.502480e-001
2.857514797059476e-003	-8.657894e+000	-7.796380e-001
2.877046047059476e-003	-7.763799e+000	-6.973015e-001
2.896577297059476e-003	-6.753019e+000	-6.044770e-001
2.916108547059475e-003	-5.640771e+000	-5.025606e-001
2.935639797059475e-003	-4.443810e+000	-3.930851e-001
2.955171047059474e-003	-3.180210e+000	-2.776974e-001
2.964936672059474e-003	-2.529394e+000	-2.183259e-001
2.974702297059474e-003	-1.869279e+000	-1.581327e-001
2.984467922059474e-003	-1.202747e+000	-9.734441e-002
2.994233547059474e-003	-5.351818e-001	-3.619638e-002
3.000879840632444e-003	-8.251610e-002	5.520477e-003
3.010632246100333e-003	5.900208e-001	6.672902e-002
3.015373498728539e-003	9.236678e-001	9.642072e-002
3.020568888887595e-003	1.285891e+000	1.288378e-001
3.026664202004991e-003	1.702914e+000	1.666511e-001
3.036429827004990e-003	2.365537e+000	2.266883e-001
3.046195452004990e-003	3.019448e+000	2.859269e-001
3.065726702004990e-003	4.290304e+000	4.009566e-001
3.075492327004990e-003	4.902594e+000	4.563148e-001
3.085257952004989e-003	5.496388e+000	5.099555e-001
3.095023577004989e-003	6.069459e+000	5.616769e-001
3.104789202004989e-003	6.619655e+000	6.112843e-001
3.114554827004989e-003	7.144907e+000	6.585909e-001
3.124320452004988e-003	7.643241e+000	7.034187e-001
3.134086077004988e-003	8.112783e+000	7.455990e-001
3.143851702004988e-003	8.551765e+000	7.849730e-001
3.153617327004988e-003	8.958537e+000	8.213927e-001
3.163382952004988e-003	9.331569e+000	8.547207e-001
3.173148577004987e-003	9.669456e+000	8.848318e-001
3.182914202004987e-003	9.970928e+000	9.116126e-001
3.192679827004987e-003	1.023485e+001	9.349623e-001
3.202445452004987e-003	1.046023e+001	9.547929e-001
3.212211077004987e-003	1.064622e+001	9.710300e-001
3.221976702004986e-003	1.079212e+001	9.836123e-001
3.231742327004986e-003	1.089739e+001	9.924925e-001
3.241507952004986e-003	1.096162e+001	9.976372e-001
3.251273577004986e-003	1.098458e+001	9.990271e-001
3.261039202004986e-003	1.096618e+001	9.966568e-001
3.270804827004985e-003	1.090650e+001	9.905353e-001
3.280570452004985e-003	1.080575e+001	9.806857e-001
3.290336077004985e-003	1.066432e+001	9.671450e-001
3.300101702004985e-003	1.048273e+001	9.499642e-001
3.309867327004985e-003	1.026169e+001	9.292079e-001
3.319632952004984e-003	1.000201e+001	9.049543e-001
3.329398577004984e-003	9.704671e+000	8.772947e-001
3.339164202004984e-003	9.370800e+000	8.463331e-001
3.348929827004984e-003	9.001652e+000	8.121861e-001
3.358695452004983e-003	8.598615e+000	7.749822e-001
3.368461077004983e-003	8.163206e+000	7.348614e-001
3.378226702004983e-003	7.697067e+000	6.919749e-001
3.387992327004983e-003	7.201950e+000	6.464838e-001
3.397757952004983e-003	6.679721e+000	5.985596e-001
3.407523577004982e-003	6.132347e+000	5.483825e-001
3.417289202004982e-003	5.561889e+000	4.961414e-001
3.427054827004982e-003	4.970500e+000	4.420330e-001
3.436820452004982e-003	4.360410e+000	3.862609e-001
3.456351702004981e-003	3.093428e+000	2.705705e-001
3.466117327004981e-003	2.441370e+000	2.110878e-001
