time	V(6)	V(n006)
Step Information: Vdc=-500m  (Run: 1/3)
9.212854768350985e-003	1.065708e+001	9.719725e-001
9.222620393350985e-003	1.080032e+001	9.843121e-001
9.232386018350984e-003	1.090289e+001	9.929469e-001
9.242151643350984e-003	1.096441e+001	9.978446e-001
9.251917268350984e-003	1.098464e+001	9.989866e-001
9.261682893350984e-003	1.096352e+001	9.963686e-001
9.271448518350984e-003	1.090112e+001	9.900005e-001
9.281214143350983e-003	1.079767e+001	9.799063e-001
9.290979768350983e-003	1.065358e+001	9.661239e-001
9.300745393350983e-003	1.046937e+001	9.487053e-001
9.310511018350983e-003	1.024575e+001	9.277160e-001
9.320276643350983e-003	9.983555e+000	9.032349e-001
9.330042268350982e-003	9.683776e+000	8.753543e-001
9.339807893350982e-003	9.347540e+000	8.441790e-001
9.349573518350982e-003	8.976113e+000	8.098264e-001
9.359339143350982e-003	8.570894e+000	7.724259e-001
9.369104768350981e-003	8.133410e+000	7.321181e-001
9.378870393350981e-003	7.665304e+000	6.890547e-001
9.388636018350981e-003	7.168342e+000	6.433979e-001
9.398401643350981e-003	6.644393e+000	5.953196e-001
9.408167268350981e-003	6.095433e+000	5.450006e-001
9.417932893350980e-003	5.523529e+000	4.926302e-001
9.427698518350980e-003	4.930837e+000	4.384058e-001
9.437464143350980e-003	4.319594e+000	3.825313e-001
9.456995393350980e-003	3.050777e+000	2.666787e-001
9.466761018350979e-003	2.398045e+000	2.071367e-001
9.476526643350979e-003	1.736520e+000	1.468150e-001
9.486292268350979e-003	1.069256e+000	8.594083e-002
9.496057893350979e-003	4.052191e-001	2.474651e-002
9.502644372032217e-003	-4.043658e-002	-1.661046e-002
9.507334594045369e-003	-3.669356e-001	-4.605540e-002
9.513104924225168e-003	-7.758087e-001	-8.222329e-002
9.518374521233193e-003	-1.142501e+000	-1.151641e-001
9.523424856542491e-003	-1.489081e+000	-1.465758e-001
9.533190481542490e-003	-2.154206e+000	-2.068388e-001
9.542956106542490e-003	-2.811385e+000	-2.663853e-001
9.562487356542490e-003	-4.091183e+000	-3.822500e-001
9.582018606542489e-003	-5.309273e+000	-4.923654e-001
9.601549856542489e-003	-6.447488e+000	-5.950750e-001
9.621081106542489e-003	-7.488743e+000	-6.888342e-001
9.640612356542488e-003	-8.417392e+000	-7.722328e-001
9.660143606542488e-003	-9.219477e+000	-8.440161e-001
9.679674856542487e-003	-9.882938e+000	-9.031048e-001
9.699206106542487e-003	-1.039781e+001	-9.486098e-001
9.718737356542486e-003	-1.075634e+001	-9.798469e-001
9.738268606542486e-003	-1.095315e+001	-9.963462e-001
9.757799856542486e-003	-1.098528e+001	-9.978595e-001
9.777331106542485e-003	-1.085224e+001	-9.843642e-001
9.796862356542485e-003	-1.055602e+001	-9.560630e-001
9.816393606542484e-003	-1.010109e+001	-9.133817e-001
9.835924856542484e-003	-9.494299e+000	-8.569623e-001
9.855456106542484e-003	-8.744770e+000	-7.876534e-001
9.874987356542483e-003	-7.863791e+000	-7.064976e-001
9.894518606542483e-003	-6.864623e+000	-6.147153e-001
9.914049856542482e-003	-5.762304e+000	-5.136871e-001
9.933581106542482e-003	-4.573441e+000	-4.049326e-001
9.953112356542481e-003	-3.315977e+000	-2.900875e-001
9.962877981542481e-003	-2.667454e+000	-2.309179e-001
9.972643606542481e-003	-2.009067e+000	-1.708792e-001
9.982409231542481e-003	-1.343603e+000	-1.101974e-001
9.992174856542481e-003	-6.754474e-001	-4.910690e-002
1.000000000000000e-002	-1.412103e-001	-2.449213e-015
Step Information: Vdc=500m  (Run: 3/3)
0.000000000000000e+000	5.495719e+000	5.000000e-001
1.562500018259527e-009	5.495719e+000	5.000098e-001
6.250000073038109e-009	5.495719e+000	5.000393e-001
1.250000014607622e-008	5.495719e+000	5.000786e-001
5.000000058430487e-008	5.495758e+000	5.003142e-001
1.000000011686097e-007	5.495912e+000	5.006283e-001
2.000000023372195e-007	5.496545e+000	5.012566e-001
4.000000046744390e-007	5.498994e+000	5.025133e-001
8.000000093488779e-007	5.507810e+000	5.050265e-001
1.600000018697756e-006	5.536544e+000	5.100528e-001
3.200000037395512e-006	5.618469e+000	5.201036e-001
6.400000074791024e-006	5.819352e+000	5.401921e-001
1.280000014958205e-005	6.253713e+000	5.802899e-001
2.171612930875851e-005	6.865948e+000	6.359051e-001
3.148175430875851e-005	7.531940e+000	6.963334e-001
4.124737930875851e-005	8.190321e+000	7.560323e-001
5.101300430875851e-005	8.838580e+000	8.147676e-001
6.077862930875851e-005	9.474241e+000	8.723182e-001
7.054425430875851e-005	1.009493e+001	9.284675e-001
8.030987930875850e-005	1.069830e+001	9.830040e-001
9.007550430875850e-005	1.128209e+001	1.035723e+000
9.984112930875849e-005	1.184410e+001	1.086425e+000
1.096067543087585e-004	1.238220e+001	1.134920e+000
1.193723793087585e-004	1.289439e+001	1.181026e+000
1.291380043087585e-004	1.337872e+001	1.224568e+000
1.389036293087585e-004	1.383816e+001	1.265832e+000
1.426294203720755e-004	1.400231e+001	1.280871e+000
1.450001415917517e-004	1.409369e+001	1.290135e+000
1.461412494404118e-004	1.412821e+001	1.294524e+000
1.467219343629437e-004	1.414175e+001	1.296738e+000
1.470841445228372e-004	1.414875e+001	1.298113e+000
1.473108544444052e-004	1.415236e+001	1.298970e+000
1.474366689238110e-004	1.415401e+001	1.299446e+000
1.475596623729146e-004	1.415541e+001	1.299910e+000
1.476199580705215e-004	1.415604e+001	1.300137e+000
1.476778475181122e-004	1.415660e+001	1.300355e+000
1.477794051340662e-004	1.415746e+001	1.300737e+000
1.479378691893025e-004	1.415857e+001	1.301333e+000
1.481386239286918e-004	1.415963e+001	1.302087e+000
1.483516342542018e-004	1.416038e+001	1.302886e+000
1.485551927371093e-004	1.416083e+001	1.303648e+000
1.487705596430897e-004	1.416110e+001	1.304452e+000
1.489853496244258e-004	1.416126e+001	1.305253e+000
1.492257384374524e-004	1.416136e+001	1.306147e+000
1.495029855045162e-004	1.416144e+001	1.307177e+000
1.498427246149768e-004	1.416151e+001	1.308435e+000
1.502844413628288e-004	1.416160e+001	1.310064e+000
1.509094743770576e-004	1.416173e+001	1.312357e+000
1.519360876595972e-004	1.416198e+001	1.316101e+000
1.527115886977410e-004	1.416217e+001	1.318911e+000
1.531693777892078e-004	1.416228e+001	1.320560e+000
1.534795851715814e-004	1.416234e+001	1.321673e+000
1.536882912223167e-004	1.416237e+001	1.322420e+000
1.538793463518565e-004	1.416238e+001	1.323102e+000
1.540837248963039e-004	1.416238e+001	1.323831e+000
1.542000656723521e-004	1.416237e+001	1.324245e+000
1.543285736757631e-004	1.416237e+001	1.324702e+000
1.544881253292922e-004	1.416236e+001	1.325268e+000
1.550201630524804e-004	1.416233e+001	1.327151e+000
1.554652791868662e-004	1.416231e+001	1.328719e+000
1.558881332327811e-004	1.416235e+001	1.330204e+000
1.561014595839480e-004	1.416248e+001	1.330950e+000
1.562409639776098e-004	1.416264e+001	1.331438e+000
1.564119879945941e-004	1.416285e+001	1.332034e+000
1.565884171390337e-004	1.416298e+001	1.332649e+000
1.567196054676264e-004	1.416302e+001	1.333105e+000
1.568708215668351e-004	1.416303e+001	1.333630e+000
1.570326094102917e-004	1.416304e+001	1.334191e+000
1.573281447276206e-004	1.416304e+001	1.335213e+000
1.599492308127802e-004	1.416304e+001	1.344120e+000
1.629447577672483e-004	1.416304e+001	1.353945e+000
1.689358116761846e-004	1.416304e+001	1.372724e+000
1.755500192791084e-004	1.416304e+001	1.392035e+000
1.847152470363580e-004	1.416304e+001	1.416232e+000
1.944808720363580e-004	1.416304e+001	1.438887e+000
2.042464970363580e-004	1.416304e+001	1.458060e+000
2.140121220363580e-004	1.416304e+001	1.473627e+000
2.237777470363580e-004	1.416304e+001	1.485530e+000
2.335433720363580e-004	1.416304e+001	1.493723e+000
2.433089970363580e-004	1.416304e+001	1.498176e+000
2.530746220363580e-004	1.416304e+001	1.498873e+000
2.628402470363580e-004	1.416304e+001	1.495809e+000
2.726058720363580e-004	1.416304e+001	1.488998e+000
2.823714970363581e-004	1.416304e+001	1.478465e+000
2.921371220363581e-004	1.416304e+001	1.464248e+000
3.019027470363581e-004	1.416304e+001	1.446403e+000
3.116683720363581e-004	1.416304e+001	1.424995e+000
3.214339970363581e-004	1.416304e+001	1.400106e+000
3.311996220363581e-004	1.416304e+001	1.371830e+000
3.409652470363581e-004	1.416305e+001	1.340552e+000
3.472342146503148e-004	1.416305e+001	1.318940e+000
3.505599823999200e-004	1.416306e+001	1.306887e+000
3.527006879505665e-004	1.416307e+001	1.298902e+000
3.541784579716971e-004	1.416308e+001	1.293294e+000
3.554082432590575e-004	1.416311e+001	1.288569e+000
3.565772571525895e-004	1.416316e+001	1.284031e+000
3.578589673464256e-004	1.416324e+001	1.279005e+000
3.592083503731318e-004	1.416333e+001	1.273657e+000
3.608399929883608e-004	1.416346e+001	1.267130e+000
3.615006582418176e-004	1.416350e+001	1.264467e+000
3.617898759399283e-004	1.416350e+001	1.263296e+000
3.619907219974086e-004	1.416349e+001	1.262480e+000
3.622044378347332e-004	1.416346e+001	1.261610e+000
3.626318695093825e-004	1.416339e+001	1.259866e+000
3.630331808521966e-004	1.416329e+001	1.258225e+000
3.635185513285742e-004	1.416315e+001	1.256231e+000
3.644892922813293e-004	1.416283e+001	1.252226e+000
3.649236683878831e-004	1.416267e+001	1.250427e+000
3.652167841546844e-004	1.416254e+001	1.249209e+000
3.653952193489780e-004	1.416243e+001	1.248466e+000
3.655324135679118e-004	1.416227e+001	1.247895e+000
3.656358698005613e-004	1.416203e+001	1.247463e+000
3.657286975039220e-004	1.416160e+001	1.247075e+000
3.658171624782378e-004	1.416086e+001	1.246706e+000
3.659050800828104e-004	1.415958e+001	1.246338e+000
3.659846935868998e-004	1.415779e+001	1.246005e+000
3.660562861565452e-004	1.415554e+001	1.245706e+000
3.660973391146061e-004	1.415383e+001	1.245534e+000
3.661164197404488e-004	1.415278e+001	1.245454e+000
3.661379952358875e-004	1.415146e+001	1.245363e+000
3.661598491036845e-004	1.415014e+001	1.245272e+000
3.661796036713183e-004	1.414889e+001	1.245189e+000
3.662129526476509e-004	1.414658e+001	1.245049e+000
3.662796506003158e-004	1.414150e+001	1.244770e+000
3.663400271541652e-004	1.413628e+001	1.244516e+000
3.664607802618639e-004	1.412412e+001	1.244010e+000
3.666121911397884e-004	1.410593e+001	1.243374e+000
3.668003932761878e-004	1.407841e+001	1.242582e+000
3.669810378192432e-004	1.404735e+001	1.241821e+000
3.672261832672516e-004	1.400198e+001	1.240788e+000
3.674388028994425e-004	1.396351e+001	1.239890e+000
3.676727978236398e-004	1.392466e+001	1.238899e+000
3.681290444369276e-004	1.385825e+001	1.236963e+000
3.687865385642892e-004	1.377773e+001	1.234163e+000
3.696010919896447e-004	1.369663e+001	1.230677e+000
3.705023244649593e-004	1.362360e+001	1.226798e+000
3.714229857912883e-004	1.356109e+001	1.222812e+000
3.724506058334419e-004	1.349994e+001	1.218334e+000
3.735238542184779e-004	1.344136e+001	1.213627e+000
3.745918340724036e-004	1.338607e+001	1.208908e+000
3.758556067106525e-004	1.332249e+001	1.203278e+000
3.778659305827132e-004	1.322235e+001	1.194215e+000
3.811562048946247e-004	1.305727e+001	1.179113e+000
3.866498985709638e-004	1.277449e+001	1.153158e+000
3.964155235709638e-004	1.225282e+001	1.105285e+000
4.061811485709638e-004	1.170875e+001	1.055407e+000
4.159467735709638e-004	1.114129e+001	1.003438e+000
4.257123985709639e-004	1.055260e+001	9.495743e-001
4.354780235709639e-004	9.944867e+000	8.940185e-001
4.452436485709639e-004	9.320396e+000	8.369797e-001
4.550092735709639e-004	8.681534e+000	7.786727e-001
4.647748985709639e-004	8.030684e+000	7.193167e-001
4.745405235709639e-004	7.370296e+000	6.591353e-001
4.843061485709639e-004	6.702858e+000	5.983551e-001
5.038373985709639e-004	5.356905e+000	4.759139e-001
5.233686485709639e-004	4.013102e+000	3.538351e-001
5.428998985709640e-004	2.691759e+000	2.339548e-001
5.526655235709640e-004	2.045837e+000	1.754045e-001
5.624311485709640e-004	1.413221e+000	1.180760e-001
5.721967735709640e-004	7.973399e-001	6.218492e-002
5.819623985709640e-004	2.056301e-001	7.811737e-003
5.890591924680164e-004	-2.140495e-001	-3.069016e-002
5.927663813368328e-004	-4.374825e-001	-5.032982e-002
5.972805149767015e-004	-7.058159e-001	-7.372592e-002
6.031437956600969e-004	-1.037423e+000	-1.033985e-001
6.103225250692750e-004	-1.428444e+000	-1.385392e-001
6.200881500692750e-004	-1.937599e+000	-1.843062e-001
6.298537750692750e-004	-2.420213e+000	-2.276541e-001
6.396194000692750e-004	-2.872868e+000	-2.682632e-001
6.493850250692750e-004	-3.293938e+000	-3.059807e-001
6.591506500692751e-004	-3.681891e+000	-3.406647e-001
6.689162750692751e-004	-4.035274e+000	-3.721846e-001
6.786819000692751e-004	-4.352763e+000	-4.004218e-001
6.884475250692751e-004	-4.633170e+000	-4.252700e-001
6.982131500692751e-004	-4.875442e+000	-4.466357e-001
7.079787750692751e-004	-5.078670e+000	-4.644385e-001
7.177444000692751e-004	-5.242090e+000	-4.786114e-001
7.275100250692751e-004	-5.365090e+000	-4.891010e-001
7.372756500692751e-004	-5.447209e+000	-4.958678e-001
7.470412750692751e-004	-5.488138e+000	-4.988864e-001
7.568069000692751e-004	-5.487724e+000	-4.981455e-001
7.665725250692752e-004	-5.445971e+000	-4.936477e-001
7.763381500692752e-004	-5.363036e+000	-4.854101e-001
7.861037750692752e-004	-5.239233e+000	-4.734636e-001
7.958694000692752e-004	-5.075029e+000	-4.578532e-001
8.056350250692752e-004	-4.871045e+000	-4.386377e-001
8.154006500692752e-004	-4.628050e+000	-4.158894e-001
8.251662750692752e-004	-4.346961e+000	-3.896938e-001
8.349319000692752e-004	-4.028839e+000	-3.601497e-001
8.446975250692752e-004	-3.674886e+000	-3.273681e-001
8.544631500692752e-004	-3.286441e+000	-2.914725e-001
8.642287750692752e-004	-2.864980e+000	-2.525980e-001
8.739944000692752e-004	-2.412111e+000	-2.108909e-001
8.837600250692753e-004	-1.929585e+000	-1.665081e-001
8.935256500692753e-004	-1.419365e+000	-1.196168e-001
9.032912750692753e-004	-8.839576e-001	-7.039333e-002
9.130569000692753e-004	-3.331931e-001	-1.916415e-002
9.199351316733546e-004	6.493861e-002	1.803662e-002
9.243988485155420e-004	3.386322e-001	4.275658e-002
9.298456216969173e-004	6.843468e-001	7.345627e-002
9.347624109080160e-004	9.955768e-001	1.015919e-001
9.404398937793546e-004	1.358172e+000	1.346423e-001
9.502055187793546e-004	1.992837e+000	1.925010e-001
9.599711437793546e-004	2.638580e+000	2.513687e-001
9.795023937793545e-004	3.959430e+000	3.716863e-001
9.990336437793546e-004	5.303157e+000	4.939340e-001
1.018564893779355e-003	6.649706e+000	6.162728e-001
1.028330518779355e-003	7.317716e+000	6.769007e-001
1.038096143779355e-003	7.978860e+000	7.368628e-001
1.047861768779355e-003	8.630654e+000	7.959334e-001
1.057627393779355e-003	9.270644e+000	8.538902e-001
1.067393018779355e-003	9.896422e+000	9.105150e-001
1.077158643779355e-003	1.050563e+001	9.655948e-001
1.086924268779355e-003	1.109599e+001	1.018922e+000
1.096689893779355e-003	1.166526e+001	1.070296e+000
1.106455518779355e-003	1.221130e+001	1.119524e+000
1.116221143779355e-003	1.273207e+001	1.166420e+000
1.125986768779355e-003	1.322559e+001	1.210808e+000
1.135752393779355e-003	1.369393e+001	1.252880e+000
1.140608722866146e-003	1.391624e+001	1.272853e+000
1.143117836165308e-003	1.402467e+001	1.282822e+000
1.144658801590610e-003	1.408374e+001	1.288827e+000
1.145695458935705e-003	1.411612e+001	1.292819e+000
1.146514783247059e-003	1.413696e+001	1.295950e+000
1.146888788957184e-003	1.414500e+001	1.297372e+000
1.147145017957176e-003	1.414968e+001	1.298343e+000
1.147307425089540e-003	1.415221e+001	1.298957e+000
1.147412369505324e-003	1.415360e+001	1.299354e+000
1.147535063135165e-003	1.415503e+001	1.299817e+000
1.147589216229911e-003	1.415563e+001	1.300021e+000
1.147643620266469e-003	1.415618e+001	1.300226e+000
1.147706027108414e-003	1.415676e+001	1.300461e+000
1.147830840792303e-003	1.415775e+001	1.300931e+000
1.148080468160083e-003	1.415927e+001	1.301869e+000
1.148319654148259e-003	1.416025e+001	1.302766e+000
1.148535671801916e-003	1.416078e+001	1.303574e+000
1.148743420152988e-003	1.416107e+001	1.304351e+000
1.148959854953788e-003	1.416124e+001	1.305158e+000
1.149190815034334e-003	1.416135e+001	1.306018e+000
1.149462626041121e-003	1.416143e+001	1.307027e+000
1.149787857685541e-003	1.416150e+001	1.308232e+000
1.150189417341264e-003	1.416158e+001	1.309714e+000
1.150774439257091e-003	1.416170e+001	1.311864e+000
1.151569949799306e-003	1.416189e+001	1.314768e+000
1.152790722928825e-003	1.416219e+001	1.319194e+000
1.153307384924198e-003	1.416230e+001	1.321055e+000
1.153608203154841e-003	1.416236e+001	1.322133e+000
1.153806838476097e-003	1.416237e+001	1.322843e+000
1.154009322703923e-003	1.416238e+001	1.323566e+000
1.154151994387479e-003	1.416238e+001	1.324074e+000
1.154291822079504e-003	1.416237e+001	1.324571e+000
1.154462796290292e-003	1.416236e+001	1.325178e+000
1.154642000172550e-003	1.416235e+001	1.325814e+000
1.154929514973588e-003	1.416233e+001	1.326831e+000
1.155293749675903e-003	1.416232e+001	1.328115e+000
1.155979448407825e-003	1.416242e+001	1.330523e+000
1.156218918341120e-003	1.416260e+001	1.331361e+000
1.156363767482667e-003	1.416277e+001	1.331866e+000
1.156545850525281e-003	1.416295e+001	1.332501e+000
1.156674040535185e-003	1.416301e+001	1.332947e+000
1.156814616639384e-003	1.416303e+001	1.333435e+000
1.156962161977858e-003	1.416304e+001	1.333947e+000
1.157197599551414e-003	1.416304e+001	1.334762e+000
1.159176110365698e-003	1.416304e+001	1.341522e+000
1.161437265582023e-003	1.416304e+001	1.349046e+000
1.165959576014673e-003	1.416304e+001	1.363534e+000
1.172729824274654e-003	1.416304e+001	1.383996e+000
1.180244110663035e-003	1.416304e+001	1.404822e+000
1.190009735663035e-003	1.416304e+001	1.428924e+000
1.199775360663035e-003	1.416304e+001	1.449725e+000
1.209540985663035e-003	1.416304e+001	1.466951e+000
1.219306610663035e-003	1.416304e+001	1.480538e+000
1.229072235663035e-003	1.416304e+001	1.490434e+000
1.238837860663035e-003	1.416304e+001	1.496603e+000
1.248603485663035e-003	1.416304e+001	1.499021e+000
1.258369110663035e-003	1.416304e+001	1.497678e+000
1.268134735663035e-003	1.416304e+001	1.492581e+000
1.277900360663035e-003	1.416304e+001	1.483747e+000
1.287665985663035e-003	1.416304e+001	1.471211e+000
1.297431610663035e-003	1.416304e+001	1.455020e+000
1.307197235663035e-003	1.416304e+001	1.435234e+000
1.316962860663035e-003	1.416304e+001	1.411928e+000
1.326728485663035e-003	1.416304e+001	1.385190e+000
1.336494110663035e-003	1.416304e+001	1.355224e+000
1.344982975924246e-003	1.416305e+001	1.326844e+000
1.349241194685758e-003	1.416305e+001	1.311722e+000
1.351818777922373e-003	1.416306e+001	1.302214e+000
1.353461466992653e-003	1.416307e+001	1.296026e+000
1.354756556333711e-003	1.416310e+001	1.291079e+000
1.355986764180656e-003	1.416313e+001	1.286328e+000
1.357185223965776e-003	1.416319e+001	1.281653e+000
1.358575296233821e-003	1.416329e+001	1.276173e+000
1.359968486316471e-003	1.416339e+001	1.270632e+000
1.360647546669914e-003	1.416344e+001	1.267911e+000
1.361073310047009e-003	1.416347e+001	1.266196e+000
1.361337238952953e-003	1.416349e+001	1.265130e+000
1.361510244619418e-003	1.416350e+001	1.264430e+000
1.361657450696172e-003	1.416350e+001	1.263833e+000
1.361816153178304e-003	1.416350e+001	1.263189e+000
1.362006788112720e-003	1.416349e+001	1.262415e+000
1.362242945996058e-003	1.416346e+001	1.261453e+000
1.362583645842461e-003	1.416340e+001	1.260064e+000
1.362943730004550e-003	1.416331e+001	1.258591e+000
1.363493607487521e-003	1.416316e+001	1.256333e+000
1.364311375405262e-003	1.416290e+001	1.252962e+000
1.364918381214510e-003	1.416267e+001	1.250449e+000
1.365262704404154e-003	1.416251e+001	1.249018e+000
1.365469177311972e-003	1.416234e+001	1.248158e+000
1.365595994382567e-003	1.416213e+001	1.247629e+000
1.365692721849288e-003	1.416179e+001	1.247226e+000
1.365781336626771e-003	1.416120e+001	1.246855e+000
1.365868417736036e-003	1.416015e+001	1.246491e+000
1.365963388791113e-003	1.415828e+001	1.246094e+000
1.366034428913827e-003	1.415619e+001	1.245797e+000
1.366104605420528e-003	1.415329e+001	1.245503e+000
1.366129973141905e-003	1.415189e+001	1.245397e+000
1.366162367944472e-003	1.414989e+001	1.245261e+000
1.366183300452698e-003	1.414857e+001	1.245174e+000
1.366207462478463e-003	1.414691e+001	1.245072e+000
1.366255786529992e-003	1.414334e+001	1.244870e+000
1.366300980739942e-003	1.413964e+001	1.244680e+000
1.366391369159841e-003	1.413129e+001	1.244301e+000
1.366504532781448e-003	1.411922e+001	1.243826e+000
1.366658586143440e-003	1.409962e+001	1.243179e+000
1.366835024810460e-003	1.407257e+001	1.242436e+000
1.367031362409464e-003	1.403790e+001	1.241609e+000
1.367243346379307e-003	1.399865e+001	1.240715e+000
1.367492192858367e-003	1.395410e+001	1.239664e+000
1.367726527506165e-003	1.391584e+001	1.238672e+000
1.368195196801760e-003	1.384958e+001	1.236682e+000
1.368968823821321e-003	1.375857e+001	1.233384e+000
1.369847738749209e-003	1.367511e+001	1.229617e+000
1.370744741882534e-003	1.360598e+001	1.225752e+000
1.371669883486613e-003	1.354568e+001	1.221739e+000
1.372738478094132e-003	1.348379e+001	1.217075e+000
1.373784713033757e-003	1.342765e+001	1.212477e+000
1.374958623735618e-003	1.336750e+001	1.207279e+000
1.376376480334675e-003	1.329650e+001	1.200939e+000
1.379000963043818e-003	1.316574e+001	1.189048e+000
1.389334981977266e-003	1.263351e+001	1.140216e+000
1.399100606977266e-003	1.210567e+001	1.091790e+000
1.408866231977266e-003	1.155497e+001	1.041318e+000
1.418631856977266e-003	1.098145e+001	9.888084e-001
1.428397481977266e-003	1.038730e+001	9.344590e-001
1.438163106977266e-003	9.774738e+000	8.784744e-001
1.447928731977266e-003	9.146073e+000	8.210653e-001
1.457694356977266e-003	8.503673e+000	7.624478e-001
1.467459981977266e-003	7.849954e+000	7.028425e-001
1.477225606977266e-003	7.187379e+000	6.424737e-001
1.496756856977266e-003	5.845664e+000	5.203567e-001
1.516288106977266e-003	4.498731e+000	3.979335e-001
1.535819356977266e-003	3.166905e+000	2.770455e-001
1.545584981977266e-003	2.512989e+000	2.177470e-001
1.555350606977266e-003	1.870451e+000	1.595109e-001
1.565116231977266e-003	1.241998e+000	1.025563e-001
1.574881856977266e-003	6.325797e-001	4.709759e-002
1.584647481977266e-003	4.462997e-002	-6.666228e-003
1.594220437480978e-003	-5.217248e-001	-5.775284e-002
1.599463912600955e-003	-8.283618e-001	-8.487238e-002
1.605543492435760e-003	-1.170870e+000	-1.153611e-001
1.612051853625667e-003	-1.521294e+000	-1.468951e-001
1.621817478625667e-003	-2.025188e+000	-1.921749e-001
1.631583103625667e-003	-2.502598e+000	-2.350493e-001
1.641348728625667e-003	-2.949777e+000	-2.751572e-001
1.651114353625667e-003	-3.365094e+000	-3.123475e-001
1.660879978625667e-003	-3.747028e+000	-3.464804e-001
1.670645603625667e-003	-4.094146e+000	-3.774273e-001
1.680411228625667e-003	-4.405152e+000	-4.050717e-001
1.690176853625667e-003	-4.678878e+000	-4.293097e-001
1.699942478625667e-003	-4.914298e+000	-4.500500e-001
1.709708103625667e-003	-5.110528e+000	-4.672145e-001
1.719473728625667e-003	-5.266831e+000	-4.807386e-001
1.729239353625667e-003	-5.382622e+000	-4.905714e-001
1.739004978625667e-003	-5.457464e+000	-4.966760e-001
1.748770603625667e-003	-5.491078e+000	-4.990292e-001
1.758536228625667e-003	-5.483340e+000	-4.976224e-001
1.768301853625667e-003	-5.434278e+000	-4.924608e-001
1.778067478625667e-003	-5.344079e+000	-4.835637e-001
1.787833103625667e-003	-5.213083e+000	-4.709647e-001
1.797598728625667e-003	-5.041786e+000	-4.547113e-001
1.807364353625667e-003	-4.830833e+000	-4.348645e-001
1.817129978625667e-003	-4.581021e+000	-4.114991e-001
1.826895603625667e-003	-4.293292e+000	-3.847030e-001
1.836661228625667e-003	-3.968733e+000	-3.545771e-001
1.846426853625667e-003	-3.608571e+000	-3.212348e-001
1.856192478625667e-003	-3.214169e+000	-2.848015e-001
1.865958103625667e-003	-2.787025e+000	-2.454144e-001
1.875723728625667e-003	-2.328772e+000	-2.032217e-001
1.885489353625667e-003	-1.841189e+000	-1.583823e-001
1.895254978625667e-003	-1.326294e+000	-1.110649e-001
1.905020603625667e-003	-7.869093e-001	-6.144752e-002
1.914786228625667e-003	-2.337410e-001	-9.864095e-003
1.921486821969173e-003	1.569902e-001	2.657074e-002
1.925182349573531e-003	3.868252e-001	4.710484e-002
1.929687876622567e-003	6.746563e-001	7.255841e-002
1.935581968053574e-003	1.047630e+000	1.063531e-001
1.941813481456997e-003	1.446617e+000	1.427039e-001
1.951579106456997e-003	2.082952e+000	2.007161e-001
1.961344731456996e-003	2.730314e+000	2.597289e-001
1.980875981456996e-003	4.053413e+000	3.802420e-001
2.000407231456996e-003	5.398000e+000	5.025563e-001
2.019938481456995e-003	6.743986e+000	6.248322e-001
2.029704106456995e-003	7.411181e+000	6.853802e-001
2.039469731456995e-003	8.071161e+000	7.452304e-001
2.049235356456995e-003	8.721441e+000	8.041577e-001
2.059000981456994e-003	9.359577e+000	8.619403e-001
2.068766606456994e-003	9.983166e+000	9.183605e-001
2.078532231456994e-003	1.058986e+001	9.732061e-001
2.088297856456994e-003	1.117738e+001	1.026271e+000
2.098063481456994e-003	1.174351e+001	1.077354e+000
2.107829106456993e-003	1.228612e+001	1.126265e+000
2.117594731456993e-003	1.280317e+001	1.172819e+000
2.127360356456993e-003	1.329271e+001	1.216840e+000
2.137125981456993e-003	1.375852e+001	1.258679e+000
2.139876419916819e-003	1.388435e+001	1.269973e+000
2.142037541371407e-003	1.397989e+001	1.278587e+000
2.143449935057910e-003	1.403976e+001	1.284139e+000
2.144324099475090e-003	1.407318e+001	1.287539e+000
2.145264240105008e-003	1.410352e+001	1.291164e+000
2.146333924013515e-003	1.413257e+001	1.295261e+000
2.146754659359906e-003	1.414223e+001	1.296863e+000
2.147053102058742e-003	1.414803e+001	1.297995e+000
2.147236861257922e-003	1.415112e+001	1.298691e+000
2.147362245523211e-003	1.415293e+001	1.299165e+000
2.147450398341444e-003	1.415403e+001	1.299497e+000
2.147552873437255e-003	1.415520e+001	1.299884e+000
2.147604086319809e-003	1.415575e+001	1.300077e+000
2.147652931492169e-003	1.415624e+001	1.300261e+000
2.147740577499892e-003	1.415703e+001	1.300591e+000
2.147915869515338e-003	1.415832e+001	1.301250e+000
2.148154627407789e-003	1.415963e+001	1.302147e+000
2.148360831351795e-003	1.416038e+001	1.302920e+000
2.148581359459828e-003	1.416085e+001	1.303745e+000
2.148792823560166e-003	1.416111e+001	1.304535e+000
2.149005275867205e-003	1.416126e+001	1.305327e+000
2.149249191468684e-003	1.416137e+001	1.306235e+000
2.149518935213601e-003	1.416144e+001	1.307236e+000
2.149872330755485e-003	1.416152e+001	1.308544e+000
2.150273527212967e-003	1.416160e+001	1.310024e+000
2.150941099191824e-003	1.416174e+001	1.312474e+000
2.151732395033421e-003	1.416193e+001	1.315360e+000
2.152800742008761e-003	1.416219e+001	1.319230e+000
2.153330960967108e-003	1.416231e+001	1.321140e+000
2.153577920692938e-003	1.416235e+001	1.322025e+000
2.153813543833848e-003	1.416237e+001	1.322867e+000
2.154044485765330e-003	1.416238e+001	1.323691e+000
