Freq.	V(6)
Step Information: Vcm=-12.84  (Run: 1/11)
9.99999999999997e+000	(1.57664499393806e+001dB,-6.15150106285146e-003°)
1.02329299228075e+001	(1.57664499370682e+001dB,-6.29478792851720e-003°)
1.04712854805090e+001	(1.57664499346468e+001dB,-6.44141237395972e-003°)
1.07151930523760e+001	(1.57664499321112e+001dB,-6.59145214139346e-003°)
1.09647819614318e+001	(1.57664499294562e+001dB,-6.74498678388110e-003°)
1.12201845430196e+001	(1.57664499266761e+001dB,-6.90209770751362e-003°)
1.14815362149688e+001	(1.57664499237649e+001dB,-7.06286821457298e-003°)
1.17489755493953e+001	(1.57664499207166e+001dB,-7.22738354770064e-003°)
1.20226443461741e+001	(1.57664499175245e+001dB,-7.39573093509311e-003°)
1.23026877081238e+001	(1.57664499141821e+001dB,-7.56799963675248e-003°)
1.25892541179416e+001	(1.57664499106821e+001dB,-7.74428099181216e-003°)
1.28824955169313e+001	(1.57664499070171e+001dB,-7.92466846696721e-003°)
1.31825673855640e+001	(1.57664499031795e+001dB,-8.10925770603069e-003°)
1.34896288259165e+001	(1.57664498991610e+001dB,-8.29814658064589e-003°)
1.38038426460288e+001	(1.57664498949531e+001dB,-8.49143524217803e-003°)
1.41253754462275e+001	(1.57664498905468e+001dB,-8.68922617481694e-003°)
1.44543977074592e+001	(1.57664498859330e+001dB,-8.89162424991488e-003°)
1.47910838816820e+001	(1.57664498811016e+001dB,-9.09873678159067e-003°)
1.51356124843620e+001	(1.57664498760426e+001dB,-9.31067358362941e-003°)
1.54881661891248e+001	(1.57664498707452e+001dB,-9.52754702770569e-003°)
1.58489319246111e+001	(1.57664498651980e+001dB,-9.74947210296649e-003°)
1.62181009735892e+001	(1.57664498593895e+001dB,-9.97656647699841e-003°)
1.65958690743755e+001	(1.57664498533072e+001dB,-1.02089505582166e-002°)
1.69824365246174e+001	(1.57664498469383e+001dB,-1.04467475597073e-002°)
1.73780082874937e+001	(1.57664498402692e+001dB,-1.06900835645566e-002°)
1.77827941003892e+001	(1.57664498332858e+001dB,-1.09390875927006e-002°)
1.81970085860998e+001	(1.57664498259733e+001dB,-1.11938916693353e-002°)
1.86208713666286e+001	(1.57664498183161e+001dB,-1.14546308949150e-002°)
1.90546071796324e+001	(1.57664498102981e+001dB,-1.17214435167867e-002°)
1.94984459975804e+001	(1.57664498019022e+001dB,-1.19944710024893e-002°)
1.99526231496887e+001	(1.57664497931107e+001dB,-1.22738581147615e-002°)
2.04173794466952e+001	(1.57664497839048e+001dB,-1.25597529882964e-002°)
2.08929613085403e+001	(1.57664497742650e+001dB,-1.28523072082854e-002°)
2.13796208950222e+001	(1.57664497641709e+001dB,-1.31516758907890e-002°)
2.18776162394954e+001	(1.57664497536011e+001dB,-1.34580177649816e-002°)
2.23872113856833e+001	(1.57664497425332e+001dB,-1.37714952573120e-002°)
2.29086765276776e+001	(1.57664497309436e+001dB,-1.40922745776231e-002°)
2.34422881531991e+001	(1.57664497188079e+001dB,-1.44205258072779e-002°)
2.39883291901948e+001	(1.57664497061002e+001dB,-1.47564229893402e-002°)
2.45470891568502e+001	(1.57664496927936e+001dB,-1.51001442208524e-002°)
2.51188643150957e+001	(1.57664496788599e+001dB,-1.54518717472645e-002°)
2.57039578276885e+001	(1.57664496642695e+001dB,-1.58117920590642e-002°)
2.63026799189537e+001	(1.57664496489915e+001dB,-1.61800959906548e-002°)
2.69153480392690e+001	(1.57664496329934e+001dB,-1.65569788215368e-002°)
2.75422870333815e+001	(1.57664496162415e+001dB,-1.69426403798498e-002°)
2.81838293126444e+001	(1.57664495987000e+001dB,-1.73372851483204e-002°)
2.88403150312659e+001	(1.57664495803317e+001dB,-1.77411223726843e-002°)
2.95120922666637e+001	(1.57664495610979e+001dB,-1.81543661726268e-002°)
3.01995172040200e+001	(1.57664495409575e+001dB,-1.85772356553131e-002°)
3.09029543251358e+001	(1.57664495198680e+001dB,-1.90099550315622e-002°)
3.16227766016837e+001	(1.57664494977846e+001dB,-1.94527537347225e-002°)
3.23593656929627e+001	(1.57664494746604e+001dB,-1.99058665423231e-002°)
3.31131121482590e+001	(1.57664494504464e+001dB,-2.03695337005511e-002°)
3.38844156139201e+001	(1.57664494250912e+001dB,-2.08440010516358e-002°)
3.46736850452530e+001	(1.57664493985411e+001dB,-2.13295201641943e-002°)
3.54813389233574e+001	(1.57664493707397e+001dB,-2.18263484666159e-002°)
3.63078054770100e+001	(1.57664493416281e+001dB,-2.23347493835519e-002°)
3.71535229097171e+001	(1.57664493111444e+001dB,-2.28549924755882e-002°)
3.80189396320559e+001	(1.57664492792241e+001dB,-2.33873535821647e-002°)
3.89045144994279e+001	(1.57664492457995e+001dB,-2.39321149678298e-002°)
3.98107170553495e+001	(1.57664492107996e+001dB,-2.44895654718979e-002°)
4.07380277804111e+001	(1.57664491741502e+001dB,-2.50600006615960e-002°)
4.16869383470333e+001	(1.57664491357736e+001dB,-2.56437229887719e-002°)
4.26579518801591e+001	(1.57664490955883e+001dB,-2.62410419502598e-002°)
4.36515832240164e+001	(1.57664490535092e+001dB,-2.68522742519760e-002°)
4.46683592150961e+001	(1.57664490094470e+001dB,-2.74777439768354e-002°)
4.57088189614873e+001	(1.57664489633081e+001dB,-2.81177827565881e-002°)
4.67735141287196e+001	(1.57664489149948e+001dB,-2.87727299476447e-002°)
4.78630092322636e+001	(1.57664488644046e+001dB,-2.94429328110120e-002°)
4.89778819368444e+001	(1.57664488114301e+001dB,-3.01287466964063e-002°)
5.01187233627270e+001	(1.57664487559591e+001dB,-3.08305352306642e-002°)
5.12861383991362e+001	(1.57664486978737e+001dB,-3.15486705105372e-002°)
5.24807460249770e+001	(1.57664486370509e+001dB,-3.22835332999816e-002°)
5.37031796370250e+001	(1.57664485733616e+001dB,-3.30355132320351e-002°)
5.49540873857622e+001	(1.57664485066707e+001dB,-3.38050090154039e-002°)
5.62341325190346e+001	(1.57664484368367e+001dB,-3.45924286458623e-002°)
5.75439937337154e+001	(1.57664483637116e+001dB,-3.53981896225652e-002°)
5.88843655355586e+001	(1.57664482871402e+001dB,-3.62227191694086e-002°)
6.02559586074355e+001	(1.57664482069601e+001dB,-3.70664544615465e-002°)
6.16595001861479e+001	(1.57664481230013e+001dB,-3.79298428571775e-002°)
6.30957344480190e+001	(1.57664480350855e+001dB,-3.88133421347359e-002°)
6.45654229034652e+001	(1.57664479430265e+001dB,-3.97174207355990e-002°)
6.60693448007593e+001	(1.57664478466288e+001dB,-4.06425580124598e-002°)
6.76082975391978e+001	(1.57664477456881e+001dB,-4.15892444834736e-002°)
6.91830970918933e+001	(1.57664476399901e+001dB,-4.25579820923334e-002°)
7.07945784384134e+001	(1.57664475293108e+001dB,-4.35492844743887e-002°)
7.24435960074986e+001	(1.57664474134153e+001dB,-4.45636772289788e-002°)
7.41310241300914e+001	(1.57664472920579e+001dB,-4.56016981980992e-002°)
7.58577575029180e+001	(1.57664471649810e+001dB,-4.66638977515611e-002°)
7.76247116628688e+001	(1.57664470319152e+001dB,-4.77508390787917e-002°)
7.94328234724277e+001	(1.57664468925782e+001dB,-4.88630984874328e-002°)
8.12830516164095e+001	(1.57664467466745e+001dB,-5.00012657088873e-002°)
8.31763771102667e+001	(1.57664465938945e+001dB,-5.11659442109924e-002°)
8.51138038202372e+001	(1.57664464339143e+001dB,-5.23577515179700e-002°)
8.70963589956076e+001	(1.57664462663944e+001dB,-5.35773195378203e-002°)
8.91250938133741e+001	(1.57664460909796e+001dB,-5.48252948973613e-002°)
9.12010839355905e+001	(1.57664459072977e+001dB,-5.61023392850470e-002°)
9.33254300796986e+001	(1.57664457149591e+001dB,-5.74091298017850e-002°)
9.54992586021431e+001	(1.57664455135560e+001dB,-5.87463593199292e-002°)
9.77237220955805e+001	(1.57664453026609e+001dB,-6.01147368506056e-002°)
9.99999999999995e+001	(1.57664450818268e+001dB,-6.15149879196350e-002°)
1.02329299228075e+002	(1.57664448505850e+001dB,-6.29478549521713e-002°)
1.04712854805089e+002	(1.57664446084452e+001dB,-6.44140976663174e-002°)
1.07151930523760e+002	(1.57664443548937e+001dB,-6.59144934759114e-002°)
1.09647819614318e+002	(1.57664440893927e+001dB,-6.74498379026820e-002°)
1.12201845430196e+002	(1.57664438113791e+001dB,-6.90209449979973e-002°)
1.14815362149688e+002	(1.57664435202630e+001dB,-7.06286477744590e-002°)
1.17489755493952e+002	(1.57664432154272e+001dB,-7.22737986475299e-002°)
1.20226443461741e+002	(1.57664428962248e+001dB,-7.39572698874369e-002°)
1.23026877081237e+002	(1.57664425619790e+001dB,-7.56799540816324e-002°)
1.25892541179416e+002	(1.57664422119807e+001dB,-7.74427646079716e-002°)
1.28824955169313e+002	(1.57664418454875e+001dB,-7.92466361189753e-002°)
1.31825673855640e+002	(1.57664414617220e+001dB,-8.10925250372997e-002°)
1.34896288259165e+002	(1.57664410598702e+001dB,-8.29814100628063e-002°)
1.38038426460288e+002	(1.57664406390799e+001dB,-8.49142926913814e-002°)
1.41253754462275e+002	(1.57664401984583e+001dB,-8.68921977458975e-002°)
1.44543977074592e+002	(1.57664397370708e+001dB,-8.89161739194823e-002°)
1.47910838816820e+002	(1.57664392539390e+001dB,-9.09872943314750e-002°)
1.51356124843620e+002	(1.57664387480379e+001dB,-9.31066570963113e-002°)
1.54881661891247e+002	(1.57664382182944e+001dB,-9.52753859056511e-002°)
1.58489319246110e+002	(1.57664376635851e+001dB,-9.74946306240866e-002°)
1.62181009735892e+002	(1.57664370827330e+001dB,-9.97655678986657e-002°)
1.65958690743755e+002	(1.57664364745065e+001dB,-1.02089401782687e-001°)
1.69824365246173e+002	(1.57664358376151e+001dB,-1.04467364373939e-001°)
1.73780082874936e+002	(1.57664351707081e+001dB,-1.06900716467838e-001°)
1.77827941003891e+002	(1.57664344723708e+001dB,-1.09390748225788e-001°)
1.81970085860997e+002	(1.57664337411221e+001dB,-1.11938779859046e-001°)
1.86208713666286e+002	(1.57664329754107e+001dB,-1.14546162328564e-001°)
1.90546071796323e+002	(1.57664321736127e+001dB,-1.17214278061097e-001°)
1.94984459975803e+002	(1.57664313340272e+001dB,-1.19944541681974e-001°)
1.99526231496887e+002	(1.57664304548735e+001dB,-1.22738400764946e-001°)
2.04173794466952e+002	(1.57664295342867e+001dB,-1.25597336599483e-001°)
2.08929613085403e+002	(1.57664285703142e+001dB,-1.28522864975901e-001°)
2.13796208950222e+002	(1.57664275609113e+001dB,-1.31516536988822e-001°)
2.18776162394954e+002	(1.57664265039370e+001dB,-1.34579939859287e-001°)
2.23872113856832e+002	(1.57664253971493e+001dB,-1.37714697776017e-001°)
2.29086765276776e+002	(1.57664242382006e+001dB,-1.40922472756259e-001°)
2.34422881531991e+002	(1.57664230246326e+001dB,-1.44204965526656e-001°)
2.39883291901947e+002	(1.57664217538714e+001dB,-1.47563916424642e-001°)
2.45470891568501e+002	(1.57664204232213e+001dB,-1.51001106320758e-001°)
2.51188643150956e+002	(1.57664190298602e+001dB,-1.54518357562488e-001°)
2.57039578276885e+002	(1.57664175708323e+001dB,-1.58117534940039e-001°)
2.63026799189536e+002	(1.57664160430432e+001dB,-1.61800546674563e-001°)
2.69153480392690e+002	(1.57664144432522e+001dB,-1.65569345429427e-001°)
2.75422870333815e+002	(1.57664127680659e+001dB,-1.69425929344925e-001°)
2.81838293126443e+002	(1.57664110139313e+001dB,-1.73372343097170e-001°)
2.88403150312659e+002	(1.57664091771276e+001dB,-1.77410678981531e-001°)
2.95120922666637e+002	(1.57664072537589e+001dB,-1.81543078021297e-001°)
3.01995172040200e+002	(1.57664052397454e+001dB,-1.85771731102173e-001°)
3.09029543251357e+002	(1.57664031308155e+001dB,-1.90098880133031e-001°)
3.16227766016836e+002	(1.57664009224958e+001dB,-1.94526819233867e-001°)
3.23593656929626e+002	(1.57663986101025e+001dB,-1.99057895951154e-001°)
3.31131121482589e+002	(1.57663961887307e+001dB,-2.03694512501604e-001°)
3.38844156139200e+002	(1.57663936532447e+001dB,-2.08439127044819e-001°)
3.46736850452529e+002	(1.57663909982665e+001dB,-2.13294254985478e-001°)
3.54813389233573e+002	(1.57663882181647e+001dB,-2.18262470305879e-001°)
3.63078054770099e+002	(1.57663853070426e+001dB,-2.23346406929333e-001°)
3.71535229097170e+002	(1.57663822587258e+001dB,-2.28548760115430e-001°)
3.80189396320558e+002	(1.57663790667484e+001dB,-2.33872287887463e-001°)
3.89045144994278e+002	(1.57663757243403e+001dB,-2.39319812493357e-001°)
3.98107170553494e+002	(1.57663722244121e+001dB,-2.44894221900198e-001°)
4.07380277804110e+002	(1.57663685595405e+001dB,-2.50598471323758e-001°)
4.16869383470332e+002	(1.57663647219520e+001dB,-2.56435584793367e-001°)
4.26579518801589e+002	(1.57663607035072e+001dB,-2.62408656753232e-001°)
4.36515832240163e+002	(1.57663564956830e+001dB,-2.68520853700893e-001°)
4.46683592150960e+002	(1.57663520895544e+001dB,-2.74775415863714e-001°)
4.57088189614872e+002	(1.57663474757762e+001dB,-2.81175658914386e-001°)
4.67735141287195e+002	(1.57663426445626e+001dB,-2.87724975726078e-001°)
4.78630092322635e+002	(1.57663375856667e+001dB,-2.94426838168490e-001°)
4.89778819368443e+002	(1.57663322883587e+001dB,-3.01284798945511e-001°)
5.01187233627268e+002	(1.57663267414032e+001dB,-3.08302493475475e-001°)
5.12861383991361e+002	(1.57663209330352e+001dB,-3.15483641815066e-001°)
5.24807460249769e+002	(1.57663148509357e+001dB,-3.22832050627910e-001°)
5.37031796370249e+002	(1.57663084822048e+001dB,-3.30351615198599e-001°)
5.49540873857620e+002	(1.57663018133349e+001dB,-3.38046321493701e-001°)
5.62341325190345e+002	(1.57662948301818e+001dB,-3.45920248270260e-001°)
5.75439937337152e+002	(1.57662875179348e+001dB,-3.53977569233274e-001°)
5.88843655355584e+002	(1.57662798610855e+001dB,-3.62222555243177e-001°)
6.02559586074353e+002	(1.57662718433944e+001dB,-3.70659576574356e-001°)
6.16595001861477e+002	(1.57662634478571e+001dB,-3.79293105226064e-001°)
6.30957344480188e+002	(1.57662546566677e+001dB,-3.88127717286635e-001°)
6.45654229034650e+002	(1.57662454511814e+001dB,-3.97168095352666e-001°)
6.60693448007591e+002	(1.57662358118748e+001dB,-4.06419031003860e-001°)
6.76082975391976e+002	(1.57662257183046e+001dB,-4.15885427335332e-001°)
6.91830970918931e+002	(1.57662151490642e+001dB,-4.25572301548313e-001°)
7.07945784384132e+002	(1.57662040817385e+001dB,-4.35484787600836e-001°)
7.24435960074984e+002	(1.57661924928560e+001dB,-4.45628138919422e-001°)
7.41310241300911e+002	(1.57661803578394e+001dB,-4.56007731173648e-001°)
7.58577575029177e+002	(1.57661676509535e+001dB,-4.66629065114529e-001°)
7.76247116628685e+002	(1.57661543452504e+001dB,-4.77497769478521e-001°)
7.94328234724275e+002	(1.57661404125125e+001dB,-4.88619603958389e-001°)
8.12830516164092e+002	(1.57661258231928e+001dB,-5.00000462242552e-001°)
8.31763771102664e+002	(1.57661105463522e+001dB,-5.11646375124544e-001°)
8.51138038202369e+002	(1.57660945495938e+001dB,-5.23563513683853e-001°)
8.70963589956073e+002	(1.57660777989947e+001dB,-5.35758192540179e-001°)
8.91250938133738e+002	(1.57660602590334e+001dB,-5.48236873182395e-001°)
9.12010839355902e+002	(1.57660418925151e+001dB,-5.61006167373969e-001°)
9.33254300796983e+002	(1.57660226604927e+001dB,-5.74072840636799e-001°)
9.54992586021428e+002	(1.57660025221844e+001dB,-5.87443815814749e-001°)
9.77237220955802e+002	(1.57659814348869e+001dB,-6.01126176719065e-001°)
9.99999999999991e+002	(1.57659593538855e+001dB,-6.15127171857447e-001°)
1.02329299228075e+003	(1.57659362323589e+001dB,-6.29454218248225e-001°)
1.04712854805089e+003	(1.57659120212802e+001dB,-6.44114905322013e-001°)
1.07151930523760e+003	(1.57658866693133e+001dB,-6.59116998912586e-001°)
1.09647819614318e+003	(1.57658601227037e+001dB,-6.74468445338818e-001°)
1.12201845430195e+003	(1.57658323251648e+001dB,-6.90177375579830e-001°)
1.14815362149687e+003	(1.57658032177590e+001dB,-7.06252109545233e-001°)
1.17489755493952e+003	(1.57657727387726e+001dB,-7.22701160442836e-001°)
1.20226443461740e+003	(1.57657408235851e+001dB,-7.39533239245418e-001°)
1.23026877081237e+003	(1.57657074045326e+001dB,-7.56757259259295e-001°)
1.25892541179416e+003	(1.57656724107643e+001dB,-7.74382340796362e-001°)
1.28824955169312e+003	(1.57656357680928e+001dB,-7.92417815952270e-001°)
1.31825673855640e+003	(1.57655973988368e+001dB,-8.10873233492388e-001°)
1.34896288259164e+003	(1.57655572216569e+001dB,-8.29758363848761e-001°)
1.38038426460287e+003	(1.57655151513833e+001dB,-8.49083204229453e-001°)
1.41253754462274e+003	(1.57654710988356e+001dB,-8.68857983843123e-001°)
1.44543977074591e+003	(1.57654249706344e+001dB,-8.89093169241450e-001°)
1.47910838816819e+003	(1.57653766690032e+001dB,-9.09799469781245e-001°)
1.51356124843619e+003	(1.57653260915622e+001dB,-9.30987843209246e-001°)
1.54881661891247e+003	(1.57652731311112e+001dB,-9.52669501371881e-001°)
1.58489319246110e+003	(1.57652176754034e+001dB,-9.74855916052744e-001°)
1.62181009735891e+003	(1.57651596069077e+001dB,-9.97558824940023e-001°)
1.65958690743754e+003	(1.57650988025605e+001dB,-1.02079023772676e+000°)
1.69824365246173e+003	(1.57650351335052e+001dB,-1.04456244234671e+000°)
1.73780082874936e+003	(1.57649684648204e+001dB,-1.06888801134801e+000°)
1.77827941003891e+003	(1.57648986552345e+001dB,-1.09377980840791e+000°)
1.81970085860997e+003	(1.57648255568270e+001dB,-1.11925099499105e+000°)
1.86208713666285e+003	(1.57647490147166e+001dB,-1.14531503715374e+000°)
1.90546071796323e+003	(1.57646688667338e+001dB,-1.17198571249763e+000°)
1.94984459975803e+003	(1.57645849430786e+001dB,-1.19927711727530e+000°)
1.99526231496886e+003	(1.57644970659618e+001dB,-1.22720367365024e+000°)
2.04173794466951e+003	(1.57644050492303e+001dB,-1.25578013711470e+000°)
2.08929613085402e+003	(1.57643086979738e+001dB,-1.28502160406775e+000°)
2.13796208950221e+003	(1.57642078081140e+001dB,-1.31494351955679e+000°)
2.18776162394953e+003	(1.57641021659740e+001dB,-1.34556168518468e+000°)
2.23872113856832e+003	(1.57639915478280e+001dB,-1.37689226718648e+000°)
2.29086765276775e+003	(1.57638757194298e+001dB,-1.40895180467763e+000°)
2.34422881531990e+003	(1.57637544355189e+001dB,-1.44175721807663e+000°)
2.39883291901947e+003	(1.57636274393043e+001dB,-1.47532581770574e+000°)
2.45470891568501e+003	(1.57634944619233e+001dB,-1.50967531257136e+000°)
2.51188643150955e+003	(1.57633552218762e+001dB,-1.54482381932778e+000°)
2.57039578276884e+003	(1.57632094244333e+001dB,-1.58078987142691e+000°)
2.63026799189535e+003	(1.57630567610156e+001dB,-1.61759242845611e+000°)
2.69153480392689e+003	(1.57628969085452e+001dB,-1.65525088566727e+000°)
2.75422870333814e+003	(1.57627295287672e+001dB,-1.69378508369981e+000°)
2.81838293126442e+003	(1.57625542675384e+001dB,-1.73321531849982e+000°)
2.88403150312658e+003	(1.57623707540842e+001dB,-1.77356235143764e+000°)
2.95120922666635e+003	(1.57621786002198e+001dB,-1.81484741962661e+000°)
3.01995172040198e+003	(1.57619773995364e+001dB,-1.85709224644507e+000°)
3.09029543251356e+003	(1.57617667265489e+001dB,-1.90031905226375e+000°)
3.16227766016835e+003	(1.57615461358044e+001dB,-1.94455056537994e+000°)
3.23593656929625e+003	(1.57613151609490e+001dB,-1.98981003316123e+000°)
3.31131121482588e+003	(1.57610733137520e+001dB,-2.03612123340005e+000°)
3.38844156139199e+003	(1.57608200830846e+001dB,-2.08350848588001e+000°)
3.46736850452528e+003	(1.57605549338514e+001dB,-2.13199666415590e+000°)
3.54813389233572e+003	(1.57602773058725e+001dB,-2.18161120754814e+000°)
3.63078054770097e+003	(1.57599866127144e+001dB,-2.23237813335268e+000°)
