Freq.	V(a)
3.80189396320557e+003	(-2.00000305863929e+001dB,1.79849445321101e+002°)
3.89045144994276e+003	(-2.00000320278806e+001dB,1.79845938467659e+002°)
3.98107170553493e+003	(-2.00000335373031e+001dB,1.79842349930217e+002°)
4.07380277804108e+003	(-2.00000351178617e+001dB,1.79838677806191e+002°)
4.16869383470331e+003	(-2.00000367729097e+001dB,1.79834920148683e+002°)
4.26579518801588e+003	(-2.00000385059568e+001dB,1.79831074965454e+002°)
4.36515832240161e+003	(-2.00000403206791e+001dB,1.79827140217866e+002°)
4.46683592150958e+003	(-2.00000422209265e+001dB,1.79823113819802e+002°)
4.57088189614870e+003	(-2.00000442107283e+001dB,1.79818993636561e+002°)
4.67735141287193e+003	(-2.00000462943064e+001dB,1.79814777483724e+002°)
4.78630092322633e+003	(-2.00000484760791e+001dB,1.79810463126002e+002°)
4.89778819368441e+003	(-2.00000507606747e+001dB,1.79806048276047e+002°)
5.01187233627267e+003	(-2.00000531529389e+001dB,1.79801530593243e+002°)
5.12861383991359e+003	(-2.00000556579458e+001dB,1.79796907682462e+002°)
5.24807460249767e+003	(-2.00000582810088e+001dB,1.79792177092801e+002°)
5.37031796370247e+003	(-2.00000610276915e+001dB,1.79787336316278e+002°)
5.49540873857618e+003	(-2.00000639038194e+001dB,1.79782382786507e+002°)
5.62341325190343e+003	(-2.00000669154934e+001dB,1.79777313877335e+002°)
5.75439937337150e+003	(-2.00000700691013e+001dB,1.79772126901455e+002°)
5.88843655355582e+003	(-2.00000733713322e+001dB,1.79766819108981e+002°)
6.02559586074351e+003	(-2.00000768291901e+001dB,1.79761387685989e+002°)
6.16595001861475e+003	(-2.00000804500091e+001dB,1.79755829753029e+002°)
6.30957344480186e+003	(-2.00000842414695e+001dB,1.79750142363603e+002°)
6.45654229034648e+003	(-2.00000882116123e+001dB,1.79744322502596e+002°)
6.60693448007588e+003	(-2.00000923688591e+001dB,1.79738367084689e+002°)
6.76082975391974e+003	(-2.00000967220276e+001dB,1.79732272952718e+002°)
6.91830970918928e+003	(-2.00001012803499e+001dB,1.79726036876008e+002°)
7.07945784384129e+003	(-2.00001060534951e+001dB,1.79719655548657e+002°)
7.24435960074981e+003	(-2.00001110515869e+001dB,1.79713125587790e+002°)
7.41310241300908e+003	(-2.00001162852262e+001dB,1.79706443531767e+002°)
7.58577575029174e+003	(-2.00001217655133e+001dB,1.79699605838348e+002°)
7.76247116628682e+003	(-2.00001275040720e+001dB,1.79692608882823e+002°)
7.94328234724272e+003	(-2.00001335130737e+001dB,1.79685448956090e+002°)
8.12830516164089e+003	(-2.00001398052629e+001dB,1.79678122262692e+002°)
8.31763771102661e+003	(-2.00001463939854e+001dB,1.79670624918812e+002°)
8.51138038202366e+003	(-2.00001532932158e+001dB,1.79662952950212e+002°)
8.70963589956070e+003	(-2.00001605175864e+001dB,1.79655102290138e+002°)
8.91250938133734e+003	(-2.00001680824203e+001dB,1.79647068777161e+002°)
9.12010839355898e+003	(-2.00001760037612e+001dB,1.79638848152982e+002°)
9.33254300796979e+003	(-2.00001842984101e+001dB,1.79630436060176e+002°)
9.54992586021424e+003	(-2.00001929839591e+001dB,1.79621828039889e+002°)
9.77237220955798e+003	(-2.00002020788293e+001dB,1.79613019529479e+002°)
9.99999999999987e+003	(-2.00002116023096e+001dB,1.79604005860108e+002°)
1.02329299228074e+004	(-2.00002215745984e+001dB,1.79594782254268e+002°)
1.04712854805089e+004	(-2.00002320168454e+001dB,1.79585343823259e+002°)
1.07151930523759e+004	(-2.00002429511964e+001dB,1.79575685564605e+002°)
1.09647819614317e+004	(-2.00002544008424e+001dB,1.79565802359412e+002°)
1.12201845430195e+004	(-2.00002663900657e+001dB,1.79555688969661e+002°)
1.14815362149687e+004	(-2.00002789442926e+001dB,1.79545340035443e+002°)
1.17489755493951e+004	(-2.00002920901481e+001dB,1.79534750072128e+002°)
1.20226443461740e+004	(-2.00003058555120e+001dB,1.79523913467469e+002°)
1.23026877081237e+004	(-2.00003202695768e+001dB,1.79512824478638e+002°)
1.25892541179415e+004	(-2.00003353629108e+001dB,1.79501477229196e+002°)
1.28824955169312e+004	(-2.00003511675232e+001dB,1.79489865705993e+002°)
1.31825673855639e+004	(-2.00003677169301e+001dB,1.79477983755994e+002°)
1.34896288259164e+004	(-2.00003850462283e+001dB,1.79465825083032e+002°)
1.38038426460287e+004	(-2.00004031921666e+001dB,1.79453383244492e+002°)
1.41253754462274e+004	(-2.00004221932260e+001dB,1.79440651647910e+002°)
1.44543977074591e+004	(-2.00004420897002e+001dB,1.79427623547503e+002°)
1.47910838816819e+004	(-2.00004629237820e+001dB,1.79414292040610e+002°)
1.51356124843619e+004	(-2.00004847396505e+001dB,1.79400650064059e+002°)
1.54881661891246e+004	(-2.00005075835673e+001dB,1.79386690390447e+002°)
1.58489319246109e+004	(-2.00005315039727e+001dB,1.79372405624335e+002°)
1.62181009735891e+004	(-2.00005565515898e+001dB,1.79357788198357e+002°)
1.65958690743754e+004	(-2.00005827795302e+001dB,1.79342830369237e+002°)
1.69824365246172e+004	(-2.00006102434078e+001dB,1.79327524213720e+002°)
1.73780082874935e+004	(-2.00006390014566e+001dB,1.79311861624408e+002°)
1.77827941003890e+004	(-2.00006691146533e+001dB,1.79295834305493e+002°)
1.81970085860996e+004	(-2.00007006468468e+001dB,1.79279433768410e+002°)
1.86208713666284e+004	(-2.00007336648937e+001dB,1.79262651327374e+002°)
1.90546071796322e+004	(-2.00007682387997e+001dB,1.79245478094824e+002°)
1.94984459975802e+004	(-2.00008044418674e+001dB,1.79227904976762e+002°)
1.99526231496885e+004	(-2.00008423508525e+001dB,1.79209922667986e+002°)
2.04173794466950e+004	(-2.00008820461250e+001dB,1.79191521647215e+002°)
2.08929613085401e+004	(-2.00009236118403e+001dB,1.79172692172104e+002°)
2.13796208950220e+004	(-2.00009671361172e+001dB,1.79153424274144e+002°)
2.18776162394952e+004	(-2.00010127112244e+001dB,1.79133707753452e+002°)
2.23872113856831e+004	(-2.00010604337752e+001dB,1.79113532173436e+002°)
2.29086765276774e+004	(-2.00011104049321e+001dB,1.79092886855347e+002°)
2.34422881531989e+004	(-2.00011627306224e+001dB,1.79071760872706e+002°)
2.39883291901946e+004	(-2.00012175217596e+001dB,1.79050143045603e+002°)
2.45470891568500e+004	(-2.00012748944802e+001dB,1.79028021934875e+002°)
2.51188643150954e+004	(-2.00013349703888e+001dB,1.79005385836145e+002°)
2.57039578276883e+004	(-2.00013978768140e+001dB,1.78982222773739e+002°)
2.63026799189534e+004	(-2.00014637470802e+001dB,1.78958520494458e+002°)
2.69153480392688e+004	(-2.00015327207864e+001dB,1.78934266461213e+002°)
2.75422870333813e+004	(-2.00016049441040e+001dB,1.78909447846529e+002°)
2.81838293126441e+004	(-2.00016805700838e+001dB,1.78884051525889e+002°)
2.88403150312656e+004	(-2.00017597589808e+001dB,1.78858064070948e+002°)
2.95120922666634e+004	(-2.00018426785920e+001dB,1.78831471742584e+002°)
3.01995172040197e+004	(-2.00019295046109e+001dB,1.78804260483807e+002°)
3.09029543251354e+004	(-2.00020204209983e+001dB,1.78776415912505e+002°)
3.16227766016833e+004	(-2.00021156203722e+001dB,1.78747923314042e+002°)
3.23593656929623e+004	(-2.00022153044127e+001dB,1.78718767633680e+002°)
3.31131121482586e+004	(-2.00023196842876e+001dB,1.78688933468855e+002°)
3.38844156139197e+004	(-2.00024289811003e+001dB,1.78658405061274e+002°)
3.46736850452526e+004	(-2.00025434263535e+001dB,1.78627166288845e+002°)
3.54813389233570e+004	(-2.00026632624389e+001dB,1.78595200657439e+002°)
3.63078054770096e+004	(-2.00027887431482e+001dB,1.78562491292471e+002°)
3.71535229097167e+004	(-2.00029201342072e+001dB,1.78529020930305e+002°)
3.80189396320555e+004	(-2.00030577138372e+001dB,1.78494771909482e+002°)
3.89045144994275e+004	(-2.00032017733399e+001dB,1.78459726161753e+002°)
3.98107170553491e+004	(-2.00033526177111e+001dB,1.78423865202938e+002°)
4.07380277804107e+004	(-2.00035105662836e+001dB,1.78387170123588e+002°)
4.16869383470329e+004	(-2.00036759533976e+001dB,1.78349621579453e+002°)
4.26579518801586e+004	(-2.00038491291055e+001dB,1.78311199781762e+002°)
4.36515832240159e+004	(-2.00040304599078e+001dB,1.78271884487298e+002°)
4.46683592150956e+004	(-2.00042203295228e+001dB,1.78231654988277e+002°)
4.57088189614868e+004	(-2.00044191396930e+001dB,1.78190490102023e+002°)
4.67735141287191e+004	(-2.00046273110297e+001dB,1.78148368160437e+002°)
4.78630092322631e+004	(-2.00048452838951e+001dB,1.78105266999259e+002°)
4.89778819368439e+004	(-2.00050735193257e+001dB,1.78061163947122e+002°)
5.01187233627264e+004	(-2.00053125000006e+001dB,1.78016035814389e+002°)
5.12861383991357e+004	(-2.00055627312521e+001dB,1.77969858881786e+002°)
5.24807460249764e+004	(-2.00058247421243e+001dB,1.77922608888809e+002°)
5.37031796370244e+004	(-2.00060990864810e+001dB,1.77874261021920e+002°)
5.49540873857616e+004	(-2.00063863441651e+001dB,1.77824789902527e+002°)
5.62341325190340e+004	(-2.00066871222088e+001dB,1.77774169574738e+002°)
5.75439937337148e+004	(-2.00070020561042e+001dB,1.77722373492904e+002°)
5.88843655355580e+004	(-2.00073318111291e+001dB,1.77669374508932e+002°)
6.02559586074348e+004	(-2.00076770837352e+001dB,1.77615144859385e+002°)
6.16595001861472e+004	(-2.00080386030003e+001dB,1.77559656152356e+002°)
6.30957344480183e+004	(-2.00084171321458e+001dB,1.77502879354127e+002°)
6.45654229034645e+004	(-2.00088134701270e+001dB,1.77444784775606e+002°)
6.60693448007586e+004	(-2.00092284532925e+001dB,1.77385342058545e+002°)
6.76082975391971e+004	(-2.00096629571232e+001dB,1.77324520161544e+002°)
6.91830970918925e+004	(-2.00101178980487e+001dB,1.77262287345842e+002°)
7.07945784384127e+004	(-2.00105942353463e+001dB,1.77198611160896e+002°)
7.24435960074979e+004	(-2.00110929731287e+001dB,1.77133458429750e+002°)
7.41310241300906e+004	(-2.00116151624207e+001dB,1.77066795234207e+002°)
7.58577575029172e+004	(-2.00121619033315e+001dB,1.76998586899799e+002°)
7.76247116628679e+004	(-2.00127343473232e+001dB,1.76928797980562e+002°)
7.94328234724269e+004	(-2.00133336995846e+001dB,1.76857392243630e+002°)
8.12830516164086e+004	(-2.00139612215125e+001dB,1.76784332653649e+002°)
8.31763771102658e+004	(-2.00146182333026e+001dB,1.76709581357018e+002°)
8.51138038202363e+004	(-2.00153061166591e+001dB,1.76633099665970e+002°)
8.70963589956067e+004	(-2.00160263176246e+001dB,1.76554848042502e+002°)
8.91250938133731e+004	(-2.00167803495396e+001dB,1.76474786082174e+002°)
9.12010839355895e+004	(-2.00175697961305e+001dB,1.76392872497768e+002°)
9.33254300796976e+004	(-2.00183963147386e+001dB,1.76309065102846e+002°)
9.54992586021420e+004	(-2.00192616396904e+001dB,1.76223320795211e+002°)
9.77237220955795e+004	(-2.00201675858199e+001dB,1.76135595540288e+002°)
9.99999999999984e+004	(-2.00211160521449e+001dB,1.76045844354451e+002°)
1.02329299228074e+005	(-2.00221090257045e+001dB,1.75954021288304e+002°)
1.04712854805088e+005	(-2.00231485855685e+001dB,1.75860079409954e+002°)
1.07151930523759e+005	(-2.00242369070186e+001dB,1.75763970788298e+002°)
1.09647819614317e+005	(-2.00253762659157e+001dB,1.75665646476338e+002°)
1.12201845430195e+005	(-2.00265690432535e+001dB,1.75565056494576e+002°)
1.14815362149686e+005	(-2.00278177299120e+001dB,1.75462149814496e+002°)
1.17489755493951e+005	(-2.00291249316143e+001dB,1.75356874342196e+002°)
1.20226443461739e+005	(-2.00304933740958e+001dB,1.75249176902184e+002°)
1.23026877081236e+005	(-2.00319259084963e+001dB,1.75139003221392e+002°)
1.25892541179415e+005	(-2.00334255169789e+001dB,1.75026297913451e+002°)
1.28824955169311e+005	(-2.00349953185871e+001dB,1.74911004463272e+002°)
1.31825673855639e+005	(-2.00366385753479e+001dB,1.74793065211985e+002°)
1.34896288259163e+005	(-2.00383586986304e+001dB,1.74672421342297e+002°)
1.38038426460286e+005	(-2.00401592557683e+001dB,1.74549012864327e+002°)
1.41253754462273e+005	(-2.00420439769542e+001dB,1.74422778601968e+002°)
1.44543977074590e+005	(-2.00440167624181e+001dB,1.74293656179878e+002°)
1.47910838816818e+005	(-2.00460816898960e+001dB,1.74161582011140e+002°)
1.51356124843618e+005	(-2.00482430224005e+001dB,1.74026491285684e+002°)
1.54881661891246e+005	(-2.00505052163028e+001dB,1.73888317959576e+002°)
1.58489319246109e+005	(-2.00528729297325e+001dB,1.73746994745215e+002°)
1.62181009735890e+005	(-2.00553510313110e+001dB,1.73602453102597e+002°)
1.65958690743753e+005	(-2.00579446092203e+001dB,1.73454623231705e+002°)
1.69824365246172e+005	(-2.00606589806244e+001dB,1.73303434066151e+002°)
1.73780082874935e+005	(-2.00634997014451e+001dB,1.73148813268184e+002°)
1.77827941003889e+005	(-2.00664725765090e+001dB,1.72990687225209e+002°)
1.81970085860995e+005	(-2.00695836700669e+001dB,1.72828981047908e+002°)
1.86208713666284e+005	(-2.00728393167018e+001dB,1.72663618570165e+002°)
1.90546071796322e+005	(-2.00762461326270e+001dB,1.72494522350876e+002°)
1.94984459975801e+005	(-2.00798110273861e+001dB,1.72321613677865e+002°)
1.99526231496885e+005	(-2.00835412159619e+001dB,1.72144812574039e+002°)
2.04173794466949e+005	(-2.00874442312983e+001dB,1.71964037805971e+002°)
2.08929613085400e+005	(-2.00915279372451e+001dB,1.71779206895102e+002°)
2.13796208950220e+005	(-2.00958005419258e+001dB,1.71590236131747e+002°)
2.18776162394952e+005	(-2.01002706115357e+001dB,1.71397040592140e+002°)
2.23872113856830e+005	(-2.01049470845758e+001dB,1.71199534158714e+002°)
2.29086765276773e+005	(-2.01098392865147e+001dB,1.70997629543854e+002°)
2.34422881531988e+005	(-2.01149569448911e+001dB,1.70791238317376e+002°)
2.39883291901945e+005	(-2.01203102048448e+001dB,1.70580270937970e+002°)
2.45470891568499e+005	(-2.01259096450811e+001dB,1.70364636788885e+002°)
2.51188643150954e+005	(-2.01317662942588e+001dB,1.70144244218128e+002°)
2.57039578276882e+005	(-2.01378916477951e+001dB,1.69919000583465e+002°)
2.63026799189534e+005	(-2.01442976850814e+001dB,1.69688812302521e+002°)
2.69153480392687e+005	(-2.01509968870919e+001dB,1.69453584908300e+002°)
2.75422870333812e+005	(-2.01580022543776e+001dB,1.69213223110438e+002°)
2.81838293126440e+005	(-2.01653273254184e+001dB,1.68967630862521e+002°)
2.88403150312656e+005	(-2.01729861953201e+001dB,1.68716711435810e+002°)
2.95120922666633e+005	(-2.01809935348284e+001dB,1.68460367499733e+002°)
3.01995172040196e+005	(-2.01893646096258e+001dB,1.68198501209486e+002°)
3.09029543251354e+005	(-2.01981152998874e+001dB,1.67931014301118e+002°)
3.16227766016832e+005	(-2.02072621200493e+001dB,1.67657808194471e+002°)
3.23593656929623e+005	(-2.02168222387513e+001dB,1.67378784104342e+002°)
3.31131121482585e+005	(-2.02268134989049e+001dB,1.67093843160254e+002°)
3.38844156139197e+005	(-2.02372544378319e+001dB,1.66802886535193e+002°)
3.46736850452526e+005	(-2.02481643074162e+001dB,1.66505815583709e+002°)
3.54813389233569e+005	(-2.02595630942009e+001dB,1.66202531989729e+002°)
3.63078054770095e+005	(-2.02714715393611e+001dB,1.65892937924439e+002°)
3.71535229097166e+005	(-2.02839111584711e+001dB,1.65576936214608e+002°)
3.80189396320555e+005	(-2.02969042609823e+001dB,1.65254430521649e+002°)
3.89045144994274e+005	(-2.03104739693171e+001dB,1.64925325531751e+002°)
3.98107170553490e+005	(-2.03246442374788e+001dB,1.64589527157371e+002°)
4.07380277804106e+005	(-2.03394398690696e+001dB,1.64246942750318e+002°)
4.16869383470328e+005	(-2.03548865345993e+001dB,1.63897481326676e+002°)
4.26579518801585e+005	(-2.03710107879621e+001dB,1.63541053803733e+002°)
4.36515832240158e+005	(-2.03878400819489e+001dB,1.63177573249045e+002°)
4.46683592150955e+005	(-2.04054027826562e+001dB,1.62806955141717e+002°)
4.57088189614867e+005	(-2.04237281826431e+001dB,1.62429117645921e+002°)
4.67735141287190e+005	(-2.04428465126840e+001dB,1.62043981896585e+002°)
4.78630092322630e+005	(-2.04627889519544e+001dB,1.61651472297135e+002°)
4.89778819368438e+005	(-2.04835876364826e+001dB,1.61251516829060e+002°)
5.01187233627263e+005	(-2.05052756656931e+001dB,1.60844047372998e+002°)
5.12861383991356e+005	(-2.05278871068666e+001dB,1.60429000040946e+002°)
5.24807460249763e+005	(-2.05514569973300e+001dB,1.60006315519022e+002°)
5.37031796370243e+005	(-2.05760213441972e+001dB,1.59575939420203e+002°)
5.49540873857615e+005	(-2.06016171214700e+001dB,1.59137822646207e+002°)
5.62341325190339e+005	(-2.06282822643181e+001dB,1.58691921757655e+002°)
5.75439937337147e+005	(-2.06560556603517e+001dB,1.58238199351432e+002°)
5.88843655355579e+005	(-2.06849771377096e+001dB,1.57776624444082e+002°)
6.02559586074347e+005	(-2.07150874497895e+001dB,1.57307172859847e+002°)
6.16595001861471e+005	(-2.07464282564564e+001dB,1.56829827621835e+002°)
6.30957344480182e+005	(-2.07790421015785e+001dB,1.56344579344679e+002°)
6.45654229034644e+005	(-2.08129723867508e+001dB,1.55851426626767e+002°)
6.60693448007584e+005	(-2.08482633410873e+001dB,1.55350376440091e+002°)
6.76082975391970e+005	(-2.08849599869825e+001dB,1.54841444515499e+002°)
6.91830970918924e+005	(-2.09231081017667e+001dB,1.54324655721011e+002°)
7.07945784384125e+005	(-2.09627541752065e+001dB,1.53800044430715e+002°)
7.24435960074977e+005	(-2.10039453628357e+001dB,1.53267654881589e+002°)
7.41310241300904e+005	(-2.10467294351341e+001dB,1.52727541515472e+002°)
7.58577575029170e+005	(-2.10911547226111e+001dB,1.52179769303302e+002°)
7.76247116628678e+005	(-2.11372700568934e+001dB,1.51624414048607e+002°)
7.94328234724267e+005	(-2.11851247079604e+001dB,1.51061562667213e+002°)
8.12830516164085e+005	(-2.12347683177209e+001dB,1.50491313439995e+002°)
8.31763771102656e+005	(-2.12862508301746e+001dB,1.49913776235582e+002°)
8.51138038202361e+005	(-2.13396224184564e+001dB,1.49329072699830e+002°)
8.70963589956065e+005	(-2.13949334091174e+001dB,1.48737336408993e+002°)
8.91250938133729e+005	(-2.14522342040539e+001dB,1.48138712983571e+002°)
9.12010839355893e+005	(-2.15115752005541e+001dB,1.47533360159933e+002°)
9.33254300796974e+005	(-2.15730067099908e+001dB,1.46921447816997e+002°)
9.54992586021419e+005	(-2.16365788757466e+001dB,1.46303157955410e+002°)
9.77237220955793e+005	(-2.17023415910144e+001dB,1.45678684626987e+002°)
9.99999999999982e+005	(-2.17703444171729e+001dB,1.45048233812383e+002°)
1.02329299228074e+006	(-2.18406365034856e+001dB,1.44412023245372e+002°)
1.04712854805088e+006	(-2.19132665089237e+001dB,1.43770282182445e+002°)
1.07151930523759e+006	(-2.19882825269536e+001dB,1.43123251116875e+002°)
1.09647819614316e+006	(-2.20657320141701e+001dB,1.42471181436823e+002°)
1.12201845430194e+006	(-2.21456617236896e+001dB,1.41814335027582e+002°)
1.14815362149686e+006	(-2.22281176442392e+001dB,1.41152983818517e+002°)
1.17489755493951e+006	(-2.23131449459008e+001dB,1.40487409275817e+002°)
1.20226443461739e+006	(-2.24007879334772e+001dB,1.39817901842707e+002°)
1.23026877081236e+006	(-2.24910900084502e+001dB,1.39144760329307e+002°)
1.25892541179414e+006	(-2.25840936404970e+001dB,1.38468291254886e+002°)
1.28824955169311e+006	(-2.26798403495174e+001dB,1.37788808145766e+002°)
1.31825673855638e+006	(-2.27783706991034e+001dB,1.37106630792677e+002°)
1.34896288259163e+006	(-2.28797243023591e+001dB,1.36422084471828e+002°)
1.38038426460286e+006	(-2.29839398409394e+001dB,1.35735499134430e+002°)
1.41253754462273e+006	(-2.30910550981446e+001dB,1.35047208569810e+002°)
1.44543977074590e+006	(-2.32011070068605e+001dB,1.34357549547619e+002°)
1.47910838816818e+006	(-2.33141317130910e+001dB,1.33666860944963e+002°)
1.51356124843618e+006	(-2.34301646557852e+001dB,1.32975482864502e+002°)
1.54881661891245e+006	(-2.35492406636130e+001dB,1.32283755749797e+002°)
1.58489319246108e+006	(-2.36713940693066e+001dB,1.31592019504264e+002°)
1.62181009735890e+006	(-2.37966588421408e+001dB,1.30900612620174e+002°)
1.65958690743753e+006	(-2.39250687391032e+001dB,1.30209871324136e+002°)
1.69824365246171e+006	(-2.40566574752776e+001dB,1.29520128745404e+002°)
1.73780082874934e+006	(-2.41914589139580e+001dB,1.28831714113247e+002°)
1.77827941003889e+006	(-2.43295072770178e+001dB,1.28144951989414e+002°)
1.81970085860995e+006	(-2.44708373760755e+001dB,1.27460161541511e+002°)
1.86208713666283e+006	(-2.46154848650441e+001dB,1.26777655862823e+002°)
1.90546071796321e+006	(-2.47634865147129e+001dB,1.26097741343814e+002°)
1.94984459975801e+006	(-2.49148805100964e+001dB,1.25420717100234e+002°)
1.99526231496884e+006	(-2.50697067714057e+001dB,1.24746874462385e+002°)
2.04173794466949e+006	(-2.52280072996384e+001dB,1.24076496529814e+002°)
2.08929613085400e+006	(-2.53898265479698e+001dB,1.23409857795366e+002°)
2.13796208950219e+006	(-2.55552118203447e+001dB,1.22747223842231e+002°)
2.18776162394951e+006	(-2.57242136989325e+001dB,1.22088851117387e+002°)
2.23872113856830e+006	(-2.58968865024189e+001dB,1.21434986784660e+002°)
2.29086765276773e+006	(-2.60732887774718e+001dB,1.20785868660483e+002°)
2.34422881531988e+006	(-2.62534838261437e+001dB,1.20141725235434e+002°)
2.39883291901944e+006	(-2.64375402724679e+001dB,1.19502775784692e+002°)
2.45470891568498e+006	(-2.66255326720788e+001dB,1.18869230570780e+002°)
2.51188643150953e+006	(-2.68175421693518e+001dB,1.18241291142318e+002°)
2.57039578276881e+006	(-2.70136572073303e+001dB,1.17619150733025e+002°)
2.63026799189533e+006	(-2.72139742966013e+001dB,1.17002994765992e+002°)
2.69153480392686e+006	(-2.74185988503222e+001dB,1.16393001469198e+002°)
2.75422870333811e+006	(-2.76276460938188e+001dB,1.15789342609530e+002°)
2.81838293126440e+006	(-2.78412420585883e+001dB,1.15192184354193e+002°)
2.88403150312655e+006	(-2.80595246722141e+001dB,1.14601688270391e+002°)
2.95120922666633e+006	(-2.82826449576580e+001dB,1.14018012476706e+002°)
3.01995172040196e+006	(-2.85107683577178e+001dB,1.13441312962693e+002°)
3.09029543251353e+006	(-2.87440762031987e+001dB,1.12871745097057e+002°)
3.16227766016832e+006	(-2.89827673466374e+001dB,1.12309465349527e+002°)
3.23593656929622e+006	(-2.92270599873619e+001dB,1.11754633257419e+002°)
3.31131121482585e+006	(-2.94771937184298e+001dB,1.11207413675157e+002°)
3.38844156139196e+006	(-2.97334318317371e+001dB,1.10667979354092e+002°)
3.46736850452525e+006	(-2.99960639246033e+001dB,1.10136513911312e+002°)
3.54813389233568e+006	(-3.02654088597047e+001dB,1.09613215260374e+002°)
3.63078054770094e+006	(-3.05418181407790e+001dB,1.09098299594939e+002°)
3.71535229097165e+006	(-3.08256797795802e+001dB,1.08592006039237e+002°)
3.80189396320554e+006	(-3.11174227458114e+001dB,1.08094602108650e+002°)
3.89045144994273e+006	(-3.14175221121341e+001dB,1.07606390161677e+002°)
3.98107170553489e+006	(-3.17265050320356e+001dB,1.07127715073822e+002°)
4.07380277804105e+006	(-3.20449577209691e+001dB,1.06658973428619e+002°)
4.16869383470327e+006	(-3.23735336529295e+001dB,1.06200624606492e+002°)
4.26579518801584e+006	(-3.27129632384783e+001dB,1.05753204266241e+002°)
4.36515832240157e+006	(-3.30640653202575e+001dB,1.05317340867628e+002°)
4.46683592150954e+006	(-3.34277609139104e+001dB,1.04893776092880e+002°)
4.57088189614866e+006	(-3.38050897440195e+001dB,1.04483390313035e+002°)
4.67735141287189e+006	(-3.41972302874939e+001dB,1.04087234646469e+002°)
4.78630092322629e+006	(-3.46055242570645e+001dB,1.03706571723407e+002°)
4.89778819368436e+006	(-3.50315067589140e+001dB,1.03342928080589e+002°)
5.01187233627262e+006	(-3.54769437760955e+001dB,1.02998162287035e+002°)
5.12861383991355e+006	(-3.59438792160598e+001dB,1.02674554638742e+002°)
5.24807460249762e+006	(-3.64346945969661e+001dB,1.02374926869142e+002°)
5.37031796370242e+006	(-3.69521856590495e+001dB,1.02102804318136e+002°)
5.49540873857613e+006	(-3.74996619734373e+001dB,1.01862639254110e+002°)
5.62341325190338e+006	(-3.80810783046739e+001dB,1.01660124056762e+002°)
5.75439937337145e+006	(-3.87012106013724e+001dB,1.01502639432104e+002°)
5.88843655355577e+006	(-3.93658959553429e+001dB,1.01399910701552e+002°)
6.02559586074345e+006	(-4.00823662816538e+001dB,1.01364993964242e+002°)
6.16595001861470e+006	(-4.08597227109366e+001dB,1.01415802463428e+002°)
6.30957344480180e+006	(-4.17096271068930e+001dB,1.01577551224335e+002°)
6.45654229034642e+006	(-4.26473390093077e+001dB,1.01886831798787e+002°)
6.60693448007582e+006	(-4.36933209984237e+001dB,1.02398732100973e+002°)
6.76082975391968e+006	(-4.48758140522944e+001dB,1.03200000562615e+002°)
6.91830970918922e+006	(-4.62351288157117e+001dB,1.04435120237655e+002°)
7.07945784384123e+006	(-4.78310502425199e+001dB,1.06362544262949e+002°)
7.24435960074975e+006	(-4.97557471231634e+001dB,1.09489631864546e+002°)
7.41310241300902e+006	(-5.21536380580462e+001dB,1.14942140509596e+002°)
7.58577575029168e+006	(-5.52184796509477e+001dB,1.25628645542207e+002°)
7.76247116628676e+006	(-5.87772479229638e+001dB,1.49660882851763e+002°)
7.94328234724265e+006	(-5.98202041815821e+001dB,-1.66028498979957e+002°)
8.12830516164082e+006	(-5.66594280710034e+001dB,-1.32994112295071e+002°)
8.31763771102654e+006	(-5.33032146514817e+001dB,-1.18352172530683e+002°)
8.51138038202359e+006	(-5.06585156135459e+001dB,-1.11313592206310e+002°)
8.70963589956062e+006	(-4.85634292793904e+001dB,-1.07440292750590e+002°)
8.91250938133727e+006	(-4.68480323749744e+001dB,-1.05110824853580e+002°)
9.12010839355890e+006	(-4.54016488107805e+001dB,-1.03636355908992e+002°)
9.33254300796971e+006	(-4.41533573916734e+001dB,-1.02681616630745e+002°)
9.54992586021416e+006	(-4.30561055737951e+001dB,-1.02065552371178e+002°)
9.77237220955790e+006	(-4.20774205846028e+001dB,-1.01682325374815e+002°)
9.99999999999979e+006	(-4.11940777859463e+001dB,-1.01466131713008e+002°)
1.02329299228073e+007	(-4.03889489041558e+001dB,-1.01374001404718e+002°)
1.04712854805088e+007	(-3.96490670376809e+001dB,-1.01376736130464e+002°)
1.07151930523758e+007	(-3.89643941471837e+001dB,-1.01453833640097e+002°)
1.09647819614316e+007	(-3.83270093017532e+001dB,-1.01590497290076e+002°)
1.12201845430194e+007	(-3.77305579091893e+001dB,-1.01775797374299e+002°)
1.14815362149686e+007	(-3.71698680707371e+001dB,-1.02001498790316e+002°)
1.17489755493950e+007	(-3.66406770635287e+001dB,-1.02261289764066e+002°)
1.20226443461739e+007	(-3.61394322738667e+001dB,-1.02550260384599e+002°)
1.23026877081236e+007	(-3.56631436282107e+001dB,-1.02864541471092e+002°)
1.25892541179414e+007	(-3.52092723843108e+001dB,-1.03201049096089e+002°)
1.28824955169311e+007	(-3.47756460734408e+001dB,-1.03557300384816e+002°)
1.31825673855638e+007	(-3.43603925677671e+001dB,-1.03931278414691e+002°)
1.34896288259162e+007	(-3.39618883478535e+001dB,-1.04321331580975e+002°)
1.38038426460286e+007	(-3.35787174597961e+001dB,-1.04726097570830e+002°)
1.41253754462272e+007	(-3.32096386211937e+001dB,-1.05144445180699e+002°)
