time	V(3)	V(6)
Step Information: Voutoff=0  (Run: 1/9)
7.776838228717889e-003	-9.856968e-001	-7.857642e+000
7.786603853717889e-003	-9.735674e-001	-7.731753e+000
7.796369478717888e-003	-9.577768e-001	-7.565489e+000
7.806135103717888e-003	-9.383843e-001	-7.359477e+000
7.815900728717889e-003	-9.154629e-001	-7.114493e+000
7.825666353717889e-003	-8.890989e-001	-6.831461e+000
7.835431978717888e-003	-8.593916e-001	-6.511447e+000
7.845197603717888e-003	-8.264526e-001	-6.155657e+000
7.854963228717888e-003	-7.904060e-001	-5.765432e+000
7.864728853717888e-003	-7.513876e-001	-5.342244e+000
7.874494478717888e-003	-7.095441e-001	-4.887688e+000
7.884260103717887e-003	-6.650330e-001	-4.403482e+000
7.894025728717887e-003	-6.180219e-001	-3.891456e+000
7.903791353717887e-003	-5.686877e-001	-3.353554e+000
7.913556978717887e-003	-5.172161e-001	-2.791832e+000
7.923322603717887e-003	-4.638010e-001	-2.208477e+000
7.933088228717886e-003	-4.086435e-001	-1.605958e+000
7.942853853717886e-003	-3.519529e-001	-9.888726e-001
7.952619478717886e-003	-2.939431e-001	-3.606374e-001
7.962385103717886e-003	-2.349323e-001	2.860134e-001
7.967176912295326e-003	-2.056141e-001	6.137995e-001
7.972908270763730e-003	-1.702355e-001	1.007138e+000
7.978965198204737e-003	-1.326009e-001	1.420732e+000
7.988730823204737e-003	-7.157296e-002	2.091926e+000
7.998496448204736e-003	-1.033048e-002	2.765562e+000
8.018027698204736e-003	1.120313e-001	4.112529e+000
8.037558948204735e-003	2.326959e-001	5.442533e+000
8.057090198204735e-003	3.498486e-001	6.735663e+000
8.066855823204735e-003	4.065546e-001	7.362305e+000
8.076621448204735e-003	4.617274e-001	7.972503e+000
8.086387073204734e-003	5.151593e-001	8.563963e+000
8.096152698204734e-003	5.666493e-001	9.134459e+000
8.105918323204734e-003	6.160036e-001	9.681846e+000
8.115683948204734e-003	6.630364e-001	1.020406e+001
8.125449573204734e-003	7.075707e-001	1.069914e+001
8.135215198204733e-003	7.494389e-001	1.116522e+001
8.144980823204733e-003	7.884834e-001	1.160055e+001
8.154746448204733e-003	8.245572e-001	1.200348e+001
8.164512073204733e-003	8.575245e-001	1.237251e+001
8.174277698204733e-003	8.872614e-001	1.270624e+001
8.184043323204732e-003	9.136559e-001	1.300342e+001
8.193808948204732e-003	9.366086e-001	1.326292e+001
8.203574573204732e-003	9.560330e-001	1.348378e+001
8.213340198204732e-003	9.718562e-001	1.366517e+001
8.223105823204732e-003	9.840186e-001	1.380639e+001
8.232871448204731e-003	9.924744e-001	1.390691e+001
8.242637073204731e-003	9.971917e-001	1.396634e+001
8.252402698204731e-003	9.981529e-001	1.398454e+001
8.262168323204731e-003	9.953542e-001	1.396141e+001
8.271933948204730e-003	9.888062e-001	1.389695e+001
8.281699573204730e-003	9.785337e-001	1.379144e+001
8.291465198204730e-003	9.645752e-001	1.364533e+001
8.301230823204730e-003	9.469832e-001	1.345914e+001
8.310996448204730e-003	9.258240e-001	1.323357e+001
8.320762073204729e-003	9.011773e-001	1.296948e+001
8.330527698204729e-003	8.731358e-001	1.266785e+001
8.340293323204729e-003	8.418049e-001	1.232983e+001
8.350058948204729e-003	8.073027e-001	1.195668e+001
8.359824573204729e-003	7.697591e-001	1.154980e+001
8.369590198204728e-003	7.293152e-001	1.111074e+001
8.379355823204728e-003	6.861234e-001	1.064115e+001
8.389121448204728e-003	6.403462e-001	1.014278e+001
8.398887073204728e-003	5.921559e-001	9.617517e+000
8.408652698204728e-003	5.417339e-001	9.067338e+000
8.418418323204727e-003	4.892699e-001	8.494313e+000
8.428183948204727e-003	4.349614e-001	7.900599e+000
