time	V(a)	I(I1)
2.000100000000000e-005	-8.762278e-002	1.000000e+000
2.000107091217868e-005	-7.896983e-002	9.290878e-001
2.000115195466860e-005	-6.932752e-002	8.480453e-001
2.000131403964845e-005	-5.080544e-002	6.859604e-001
2.000163820960814e-005	-1.524572e-002	3.617904e-001
2.000167555306612e-005	-1.131317e-002	3.244469e-001
2.000175023998208e-005	-3.734464e-003	2.497600e-001
2.000185062616808e-005	6.207477e-003	1.493738e-001
2.000200000000000e-005	2.067886e-002	0.000000e+000
2.000227100680934e-005	1.922462e-002	0.000000e+000
2.000254201361868e-005	1.786307e-002	0.000000e+000
2.000281302042803e-005	1.659419e-002	0.000000e+000
2.000308402723737e-005	1.541799e-002	0.000000e+000
2.000335503404671e-005	1.433447e-002	0.000000e+000
2.000362604085605e-005	1.334363e-002	0.000000e+000
2.000389704766539e-005	1.244547e-002	0.000000e+000
2.000528530520055e-005	8.423656e-003	0.000000e+000
2.000668359381823e-005	5.510461e-003	0.000000e+000
2.000800891898382e-005	3.602196e-003	0.000000e+000
2.000942070650857e-005	2.194555e-003	0.000000e+000
2.001073227373033e-005	1.276479e-003	0.000000e+000
2.001189717656771e-005	6.963820e-004	0.000000e+000
2.001293448828989e-005	3.151968e-004	0.000000e+000
2.001377627470187e-005	7.721219e-005	0.000000e+000
2.001447607015672e-005	-8.053059e-005	0.000000e+000
2.001512932612289e-005	-1.979817e-004	0.000000e+000
2.001629232332947e-005	-3.601465e-004	0.000000e+000
2.001757285737012e-005	-4.898470e-004	0.000000e+000
2.001932427519707e-005	-6.063261e-004	0.000000e+000
2.002115204565611e-005	-6.786638e-004	0.000000e+000
2.002353335212381e-005	-7.257605e-004	0.000000e+000
2.002613384386050e-005	-7.443791e-004	0.000000e+000
2.002956591856465e-005	-7.426774e-004	0.000000e+000
2.003357543469026e-005	-7.255385e-004	0.000000e+000
2.004671003539064e-005	-6.478415e-004	0.000000e+000
2.005907124280645e-005	-5.795732e-004	0.000000e+000
2.008102189701094e-005	-4.784374e-004	0.000000e+000
2.012492320541992e-005	-3.234404e-004	0.000000e+000
2.016867355054066e-005	-2.130827e-004	0.000000e+000
2.020788731826704e-005	-1.467813e-004	0.000000e+000
2.024947046896959e-005	-9.928972e-005	0.000000e+000
2.028967889791479e-005	-6.794031e-005	0.000000e+000
2.033161097356306e-005	-4.576933e-005	0.000000e+000
2.037211838437107e-005	-3.121131e-005	0.000000e+000
2.041370354613907e-005	-2.108902e-005	0.000000e+000
2.045432500899736e-005	-1.436990e-005	0.000000e+000
2.049577236919166e-005	-9.721819e-006	0.000000e+000
2.053653531029073e-005	-6.616143e-006	0.000000e+000
2.057787985340158e-005	-4.479966e-006	0.000000e+000
2.061872765465068e-005	-3.046582e-006	0.000000e+000
2.065999497103112e-005	-2.064311e-006	0.000000e+000
2.070090560050442e-005	-1.403068e-006	0.000000e+000
2.074211995120323e-005	-9.511328e-007	0.000000e+000
2.078307922942362e-005	-6.461900e-007	0.000000e+000
2.082425359904369e-005	-4.381995e-007	0.000000e+000
2.086524581954755e-005	-2.976237e-007	0.000000e+000
2.090639173673354e-005	-2.018768e-007	0.000000e+000
2.094740781815218e-005	-1.370858e-007	0.000000e+000
2.098853364636370e-005	-9.300081e-008	0.000000e+000
2.102956666811770e-005	-6.314360e-008	0.000000e+000
2.107067815964234e-005	-4.284275e-008	0.000000e+000
2.111172323234737e-005	-2.908538e-008	0.000000e+000
2.115282453851279e-005	-1.973608e-008	0.000000e+000
2.119387819037802e-005	-1.339757e-008	0.000000e+000
2.123497225351588e-005	-9.091584e-009	0.000000e+000
2.127603200594610e-005	-6.177321e-009	0.000000e+000
2.131841544029960e-005	-4.171486e-009	0.000000e+000
2.136903228372194e-005	-2.622504e-009	0.000000e+000
2.142572688655090e-005	-1.557965e-009	0.000000e+000
2.149380756730299e-005	-8.359715e-010	0.000000e+000
2.157252267641961e-005	-4.072189e-010	0.000000e+000
2.177125542761459e-005	-5.926162e-011	0.000000e+000
2.999900000000000e-005	9.407219e-028	0.000000e+000
3.000000000000000e-005	7.091027e-028	0.000000e+000
