time	V(a)	I(I1)
1.000003614091007e-005	-3.594259e-003	3.614091e-002
1.000005096595531e-005	-5.058936e-003	5.096595e-002
1.000006455479667e-005	-6.396311e-003	6.455480e-002
1.000008089908172e-005	-7.997872e-003	8.089908e-002
1.000010078499837e-005	-9.936615e-003	1.007850e-001
1.000012622492312e-005	-1.240134e-002	1.262249e-001
1.000015756250190e-005	-1.541376e-002	1.575625e-001
1.000019719357854e-005	-1.918627e-002	1.971936e-001
1.000024631634491e-005	-2.380538e-002	2.463163e-001
1.000030824925777e-005	-2.954047e-002	3.082493e-001
1.000038546495009e-005	-3.655488e-002	3.854649e-001
1.000048279858357e-005	-4.518665e-002	4.827986e-001
1.000060481474025e-005	-5.568540e-002	6.048148e-001
1.000075899716908e-005	-6.858107e-002	7.589971e-001
1.000080545398130e-005	-7.235933e-002	8.054540e-001
1.000089836760572e-005	-7.971674e-002	8.983676e-001
1.000100000000000e-005	-8.763497e-002	1.000000e+000
1.000107114267600e-005	-7.895570e-002	9.288573e-001
1.000115244859142e-005	-6.928457e-002	8.475514e-001
1.000131506042226e-005	-5.070873e-002	6.849396e-001
1.000164028408395e-005	-1.504374e-002	3.597159e-001
1.000167554924665e-005	-1.132983e-002	3.244508e-001
1.000174607957205e-005	-4.175587e-003	2.539204e-001
1.000185893934920e-005	6.999213e-003	1.410607e-001
1.000200000000000e-005	2.066246e-002	6.968870e-013
1.000225592432360e-005	1.928578e-002	2.626164e-013
1.000251184864720e-005	1.799380e-002	-6.008248e-014
1.000276777297080e-005	1.678652e-002	-2.712095e-013
1.000302369729440e-005	1.566395e-002	-3.707648e-013
1.000327962161801e-005	1.462607e-002	-3.587483e-013
1.000353554594161e-005	1.367291e-002	-2.351601e-013
1.000379147026521e-005	1.280444e-002	0.000000e+000
1.000518508855785e-005	8.681434e-003	0.000000e+000
1.000659968750017e-005	5.661042e-003	0.000000e+000
1.000792603817887e-005	3.706604e-003	0.000000e+000
1.000934243656370e-005	2.263515e-003	0.000000e+000
1.001065520428609e-005	1.324849e-003	0.000000e+000
1.001182711078856e-005	7.293976e-004	0.000000e+000
1.001287708217699e-005	3.364821e-004	0.000000e+000
1.001373717011438e-005	8.911183e-005	0.000000e+000
1.001441225809904e-005	-6.582118e-005	0.000000e+000
1.001504640011139e-005	-1.823931e-004	0.000000e+000
1.001616400101592e-005	-3.429778e-004	0.000000e+000
1.001742781002511e-005	-4.760456e-004	0.000000e+000
1.001913721195331e-005	-5.955884e-004	0.000000e+000
1.002094557146028e-005	-6.718057e-004	0.000000e+000
1.002327195239709e-005	-7.220036e-004	0.000000e+000
1.002583460970467e-005	-7.432246e-004	0.000000e+000
1.002917606007447e-005	-7.436788e-004	0.000000e+000
1.003309276664573e-005	-7.280706e-004	0.000000e+000
1.004574498931428e-005	-6.535884e-004	0.000000e+000
1.005739096256002e-005	-5.883613e-004	0.000000e+000
1.007759571762134e-005	-4.927020e-004	0.000000e+000
1.011800522774396e-005	-3.445510e-004	0.000000e+000
1.016355802063042e-005	-2.248766e-004	0.000000e+000
1.020680716551614e-005	-1.486887e-004	0.000000e+000
1.024714424729056e-005	-1.013359e-004	0.000000e+000
1.028777450635733e-005	-6.910523e-005	0.000000e+000
1.032860162239426e-005	-4.704145e-005	0.000000e+000
1.036991349524120e-005	-3.186438e-005	0.000000e+000
1.041094589581462e-005	-2.163041e-005	0.000000e+000
1.045208814203179e-005	-1.467113e-005	0.000000e+000
1.049307831343574e-005	-9.964736e-006	0.000000e+000
1.053419175571534e-005	-6.761089e-006	0.000000e+000
1.057522845415888e-005	-4.590277e-006	0.000000e+000
1.061632516602819e-005	-3.114874e-006	0.000000e+000
1.065737832447455e-005	-2.114453e-006	0.000000e+000
1.069845616790452e-005	-1.435068e-006	0.000000e+000
1.073952298999052e-005	-9.740583e-007	0.000000e+000
1.078060424521369e-005	-6.610587e-007	0.000000e+000
1.082167383068936e-005	-4.486816e-007	0.000000e+000
1.086275108939211e-005	-3.045150e-007	0.000000e+000
1.090382214515631e-005	-2.066819e-007	0.000000e+000
1.094489789836324e-005	-1.402745e-007	0.000000e+000
1.098597060376820e-005	-9.520640e-008	0.000000e+000
1.102704514217049e-005	-6.461702e-008	0.000000e+000
1.106811885779504e-005	-4.385615e-008	0.000000e+000
1.110919248056685e-005	-2.976561e-008	0.000000e+000
1.115026696688761e-005	-2.020205e-008	0.000000e+000
1.119133993751827e-005	-1.371141e-008	0.000000e+000
1.123241499054639e-005	-9.305950e-009	0.000000e+000
